Provincia,Unnamed: 1,Localidad,ADSL,CABLEMODEM,Unnamed: 5,FIBRAOPTICA,4G,3G,Unnamed: 9,WIRELESS,Unnamed: 11
0,Pergamino,Guerrico,0,0,--,--,0,0,--,0,--
BUENOS AIRES,0,Ciudad Evita,SI,SI,0,SI,SI,SI,0,SI,0
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,SI,0
0,La Matanza,Gregorio De Laferrere,SI,0,SI,SI,SI,0,SI,0,--
0,La Matanza,Isidro Casanova,0,0,SI,SI,0,0,SI,SI,--
BUENOS AIRES,La Matanza,La Tablada,0,SI,SI,SI,0,SI,SI,SI,--
0,La Matanza,Lomas Del Mirador,SI,0,SI,SI,SI,0,SI,SI,0
BUENOS AIRES,Pergamino,0,--,--,--,0,--,--,--,0,--
BUENOS AIRES,0,Juan Anchorena (Est Urquiza),SI,--,0,0,SI,SI,0,0,--
0,Pergamino,La Violeta,0,0,--,--,0,0,SI,--,0
BUENOS AIRES,Pergamino,Manuel Ocampo,0,--,--,SI,0,SI,SI,SI,--
BUENOS AIRES,Pergamino,Mariano Benítez,0,--,--,--,0,0,SI,0,--
0,Pergamino,Mariano H Alfonzo (Est San Patricio),--,0,--,--,SI,0,--,0,SI
BUENOS AIRES,Pergamino,0,SI,SI,0,0,SI,SI,SI,SI,0
BUENOS AIRES,0,Pinzón,--,--,0,--,--,--,0,SI,--
BUENOS AIRES,0,0,SI,--,0,0,SI,--,0,--,SI
BUENOS AIRES,Pergamino,0,--,--,--,0,SI,SI,--,0,--
0,Pergamino,Villa San José,0,0,--,SI,0,0,SI,--,0
BUENOS AIRES,Pila,Casalins,0,--,--,--,0,SI,--,SI,0
BUENOS AIRES,Pila,0,--,--,SI,0,SI,SI,SI,0,--
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,--,--
0,Tres Lomas,Ingeniero Thompson,--,0,--,--,--,0,SI,--,0
0,Tres Lomas,Tres Lomas,0,0,SI,SI,0,SI,SI,SI,--
BUENOS AIRES,0,Carapachay,SI,SI,0,SI,SI,SI,0,0,--
BUENOS AIRES,Vicente López,0,SI,SI,--,0,SI,SI,0,SI,--
BUENOS AIRES,Vicente López,0,SI,SI,--,0,SI,SI,SI,SI,SI
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,--,0
BUENOS AIRES,Vicente López,Munro,0,SI,--,SI,0,SI,SI,SI,SI
0,Vicente López,Olivos,0,0,SI,SI,0,0,SI,0,SI
BUENOS AIRES,0,Vicente López,SI,SI,0,SI,SI,SI,0,SI,0
BUENOS AIRES,Vicente López,0,--,SI,--,0,SI,SI,--,--,0
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,SI,SI
BUENOS AIRES,Villa Gesell,0,--,--,--,0,SI,SI,SI,0,--
0,Villa Gesell,Mar De Las Pampas,0,0,--,--,0,0,--,--,--
BUENOS AIRES,Villa Gesell,Villa Gesell,0,--,--,SI,0,SI,SI,--,0
0,Villarino,Argerich,0,--,--,--,0,--,SI,0,--
0,Villarino,Colonia San Adolfo,--,0,--,--,--,0,--,--,--
BUENOS AIRES,Villarino,0,--,--,--,0,--,--,--,SI,0
BUENOS AIRES,0,Hilario Ascasubi,--,--,0,--,SI,SI,0,--,--
0,Villarino,Juan Cousté (Est Algarrobo),--,0,SI,--,SI,0,SI,SI,--
0,Villarino,Mayor Buratovich,0,0,--,SI,0,0,SI,0,--
BUENOS AIRES,Villarino,0,SI,SI,SI,0,SI,SI,SI,SI,--
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,SI,0
BUENOS AIRES,Villarino,Teniente Origone,0,--,--,--,0,--,SI,0,--
0,Zárate,Barrio Saavedra,0,0,--,--,0,0,--,0,--
0,Zárate,Country Club El Casco,--,0,--,--,SI,0,--,--,0
BUENOS AIRES,Zárate,Escalada,0,--,--,--,0,--,--,--,0
BUENOS AIRES,0,Lima,SI,--,0,SI,SI,SI,0,0,SI
MENDOZA,0,0,--,--,--,0,--,--,--,0,--
0,Lavalle,Villa Tulumaya,0,0,--,SI,0,0,--,SI,--
0,COMUNA 01,SAN TELMO,SI,0,SI,SI,SI,0,SI,SI,0
0,Marcos Juárez,Guatimozín,0,0,--,--,0,0,--,0,SI
CORDOBA,Marcos Juárez,Inriville,0,--,--,--,0,SI,SI,0,--
CORDOBA,0,0,SI,SI,0,0,SI,SI,0,--,--
CORDOBA,Marcos Juárez,0,SI,SI,--,0,SI,SI,SI,SI,0
CORDOBA,0,0,--,--,--,0,--,--,--,0,--
CORDOBA,0,Villa de Pocho,--,--,0,--,SI,--,0,0,--
BUENOS AIRES,La Matanza,Rafael Castillo,0,SI,SI,SI,0,0,SI,SI,0
0,La Matanza,Ramos Mejía,SI,0,SI,SI,SI,0,SI,SI,0
BUENOS AIRES,0,San Justo,SI,SI,0,SI,SI,SI,0,SI,SI
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,0,SI
BUENOS AIRES,La Matanza,Villa Eduardo Madero,0,SI,SI,SI,0,SI,SI,SI,--
0,Libertador Grl San Martín,Las Chacras,0,0,--,--,0,0,--,SI,0
SAN LUIS,Libertador Grl San Martín,0,--,--,--,0,--,--,--,SI,--
SAN LUIS,0,0,--,--,0,0,--,--,0,0,--
SAN LUIS,0,Mesilla Del Cura,--,--,0,--,--,--,0,--,0
BUENOS AIRES,Zárate,0,SI,SI,--,0,SI,SI,0,SI,SI
0,COMUNA 01,CONSTITUCION,SI,0,SI,SI,SI,0,SI,0,SI
0,Marcos Juárez,Los Surgentes,0,0,--,SI,0,SI,SI,--,SI
CORDOBA,0,0,SI,SI,0,0,SI,SI,0,SI,0
BUENOS AIRES,0,Dique Nº 1,--,--,0,--,SI,SI,0,--,0
BUENOS AIRES,0,Ensenada,SI,SI,0,SI,SI,SI,0,SI,--
BUENOS AIRES,Ensenada,0,--,--,--,0,SI,--,--,0,--
0,Ensenada,Punta Lara,0,0,--,--,SI,0,--,--,--
BUENOS AIRES,Ensenada,Villa Catela,0,--,--,--,0,SI,--,SI,0
0,Escobar,Belen de Escobar,0,0,--,SI,0,0,SI,0,SI
0,Escobar,El cazador,--,0,--,SI,SI,0,SI,--,--
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,SI,0
CATAMARCA,0,Vilismán,--,--,0,--,SI,--,0,--,--
0,Esteban Echeverría,El Jagüel,--,0,--,SI,SI,0,SI,0,SI
BUENOS AIRES,Esteban Echeverría,Luis Guillón,0,0,SI,SI,0,SI,SI,0,--
BUENOS AIRES,Esteban Echeverría,0,SI,SI,SI,0,SI,SI,SI,SI,0
BUENOS AIRES,0,0,SI,--,0,--,--,--,0,--,0
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,0,--,--,--,0,SI,--,0,--
0,Exaltación de la Cruz,Capilla del Señor (Est Capilla),SI,0,SI,SI,SI,0,SI,0,--
0,Exaltación de la Cruz,Diego Gaynor,--,0,--,--,--,0,--,--,0
0,Exaltación de la Cruz,El Remanso,0,0,--,--,0,0,SI,SI,--
BUENOS AIRES,0,Los Cardales,SI,SI,0,--,SI,SI,0,0,SI
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,0,--
BUENOS AIRES,La Matanza,Virrey Del Pino,0,SI,--,SI,0,0,SI,SI,--
0,La Plata,Abasto,SI,0,--,SI,SI,0,SI,SI,0
BUENOS AIRES,La Plata,Angel Etcheverry,0,SI,--,--,0,SI,--,0,--
0,La Plata,Arana,--,0,--,--,--,0,--,0,--
BUENOS AIRES,La Plata,0,--,SI,--,0,SI,SI,SI,--,0
BUENOS AIRES,0,Barrio El Carmen Oeste,--,--,0,0,--,--,0,SI,--
BUENOS AIRES,0,Barrio El Peligro,SI,--,0,--,SI,SI,0,--,--
BUENOS AIRES,0,0,--,--,0,0,SI,SI,0,0,--
0,La Plata,Barrio Las Malvinas,--,0,--,--,SI,0,--,--,0
0,La Plata,Barrio Las Quintas,0,0,--,--,0,0,--,--,0
BUENOS AIRES,0,0,--,--,--,0,--,--,--,0,--
BUENOS AIRES,0,City Bell,--,SI,0,SI,SI,SI,0,SI,--
0,La Plata,Country Club El Rodeo,--,0,--,--,0,0,--,--,0
BUENOS AIRES,La Plata,El Retiro,0,--,--,SI,0,SI,--,--,--
BUENOS AIRES,0,Esquina Negra,--,--,0,--,SI,SI,0,0,--
BUENOS AIRES,La Plata,0,--,--,--,0,--,--,--,SI,--
BUENOS AIRES,0,0,--,SI,0,0,SI,SI,0,--,--
BUENOS AIRES,0,Jose Hernandez,--,SI,0,SI,SI,SI,0,--,0
0,La Plata,Jose Melchor Romero,0,0,--,--,0,0,--,--,--
0,La Plata,La Cumbre,--,0,--,--,SI,0,--,0,--
BUENOS AIRES,0,La Plata,SI,SI,0,SI,SI,SI,0,SI,0
BUENOS AIRES,La Plata,0,--,--,--,0,--,--,--,--,0
BUENOS AIRES,La Plata,0,--,SI,--,0,SI,SI,--,0,--
BUENOS AIRES,0,0,--,SI,0,0,SI,SI,0,SI,--
BUENOS AIRES,La Plata,Manuel B Gonnet,0,SI,--,SI,0,SI,SI,--,0
0,La Plata,Poblet,0,0,--,--,0,0,--,--,--
0,La Plata,Ringuelet,--,0,--,SI,SI,0,SI,--,--
0,La Plata,Rufino De Elizalde,0,0,--,--,0,SI,--,0,--
BUENOS AIRES,0,ruta del sol,SI,--,0,--,SI,SI,0,--,--
BUENOS AIRES,La Plata,0,SI,--,--,0,SI,SI,0,--,0
0,La Plata,Tolosa,0,0,--,SI,0,0,SI,0,--
0,La Plata,Transradio,--,0,--,--,SI,0,--,0,SI
BUENOS AIRES,0,0,--,SI,0,0,SI,SI,0,SI,0
BUENOS AIRES,La Plata,0,--,SI,--,0,SI,SI,--,SI,0
0,La Plata,Villa Garibaldi,0,0,--,--,0,0,--,0,--
BUENOS AIRES,La Plata,Villa Montoro,0,--,--,--,0,SI,--,SI,--
BUENOS AIRES,Pilar,Pilar,0,SI,SI,SI,0,0,SI,SI,SI
0,Pilar,Presidente Derqui,SI,0,--,SI,SI,0,SI,SI,0
BUENOS AIRES,0,0,--,--,0,0,SI,SI,--,0,--
BUENOS AIRES,0,Santa Teresa,--,--,0,--,SI,SI,0,0,SI
0,Pilar,Tortuguitas,--,0,--,SI,SI,0,--,SI,0
0,Pilar,Villa Astolfi,0,0,--,SI,0,0,--,SI,--
0,Pilar,Villa Rosa,SI,0,SI,SI,SI,0,SI,SI,--
BUENOS AIRES,Pilar,Zelaya,0,SI,--,--,0,SI,SI,0,--
BUENOS AIRES,0,Carilo,--,SI,0,--,SI,SI,0,--,0
BUENOS AIRES,0,0,--,SI,--,0,SI,SI,--,--,0
BUENOS AIRES,Pinamar,0,SI,SI,--,0,SI,SI,SI,0,SI
BUENOS AIRES,0,0,--,SI,0,0,SI,SI,0,0,--
BUENOS AIRES,Presidente Perón,Barrio America Unida,0,--,--,--,0,SI,--,--,0
0,Presidente Perón,Guernica,0,0,SI,SI,0,0,SI,SI,0
BUENOS AIRES,0,17 de Agosto,--,--,0,0,--,--,0,--,--
BUENOS AIRES,Puán,0,--,--,--,0,--,--,--,0,--
0,Puán,Bordenave,0,--,--,SI,0,--,SI,SI,SI
0,Puán,Darregueira,SI,0,SI,SI,SI,0,SI,SI,0
BUENOS AIRES,Puán,0,--,SI,--,0,SI,SI,SI,SI,SI
BUENOS AIRES,0,San Germán,--,--,0,--,--,--,0,0,--
BUENOS AIRES,0,0,--,--,0,0,--,--,0,--,0
BUENOS AIRES,Puán,0,--,--,--,0,SI,SI,SI,SI,--
0,Punta Indio,Alvarez Jonte,0,0,--,--,0,0,--,0,--
BUENOS AIRES,Punta Indio,Las Tahonas,0,--,--,--,0,--,--,--,--
BUENOS AIRES,Punta Indio,0,--,SI,--,0,SI,SI,SI,--,--
BUENOS AIRES,0,Punta Indio,--,--,0,--,--,--,0,SI,0
BUENOS AIRES,Punta Indio,0,SI,SI,--,0,SI,SI,SI,0,--
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,0,SI
BUENOS AIRES,Quilmes,Bernal Oeste,0,SI,SI,SI,0,SI,SI,--,0
0,Fray Mamerto Esquiú,La Carrera,0,0,--,--,0,0,--,--,0
0,Fray Mamerto Esquiú,La Falda De San Antonio,--,0,--,--,--,0,--,SI,--
BUENOS AIRES,9 de Julio,Carlos María Naón,0,0,--,--,0,SI,SI,0,--
BUENOS AIRES,0,Dudignac,--,--,0,--,SI,SI,0,SI,0
BUENOS AIRES,9 de Julio,0,--,--,--,0,SI,--,0,--,0
0,9 de Julio,Manuel B Gonnet (Est French),0,0,--,SI,0,0,SI,0,--
0,9 de Julio,Marcelino Ugarte (Est Dennehy),--,0,--,--,SI,0,SI,--,--
BUENOS AIRES,0,0,--,--,0,0,--,--,0,--,0
BUENOS AIRES,9 de Julio,0,--,--,--,0,--,--,SI,--,--
0,9 de Julio,Patricios,0,0,--,--,0,0,SI,0,--
BUENOS AIRES,9 de Julio,Villa General Fournier (Est 9 de Julio Sud),0,--,--,SI,0,SI,SI,SI,--
BUENOS AIRES,Adolfo Alsina,Carhué,0,--,SI,SI,0,0,SI,SI,--
0,Adolfo Alsina,Colonia San Miguel Arcángel,--,0,--,SI,SI,0,SI,--,0
BUENOS AIRES,Adolfo Alsina,0,--,--,0,0,--,--,--,--,--
BUENOS AIRES,0,Espartillar,--,--,0,--,SI,--,0,0,--
0,Adolfo Alsina,Esteban Agustín Gascón,--,0,--,SI,--,0,SI,--,0
0,Adolfo Alsina,La Pala,0,0,--,--,0,0,--,--,0
BUENOS AIRES,Adolfo Alsina,Maza,0,--,--,SI,0,SI,SI,0,SI
0,Escobar,Ingeniero Maschwitz,SI,0,--,SI,SI,0,SI,SI,--
BUENOS AIRES,Escobar,0,--,--,--,0,SI,SI,--,--,0
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,SI,--
BUENOS AIRES,0,Matheu,SI,SI,0,SI,SI,SI,0,SI,SI
BUENOS AIRES,0,0,--,--,0,0,SI,SI,0,0,--
0,Esteban Echeverría,9 De Abril,SI,0,SI,SI,SI,0,SI,SI,--
0,Esteban Echeverría,Canning,0,0,--,SI,0,0,SI,SI,0
CATAMARCA,0,0,--,--,0,0,--,--,--,0,--
CATAMARCA,0,El Hueco,--,--,0,SI,--,SI,0,0,--
0,Adolfo Alsina,Rivera,0,0,--,SI,0,0,SI,--,0
BUENOS AIRES,Adolfo Alsina,Thames,0,--,--,--,0,--,--,--,0
BUENOS AIRES,0,Villa Margarita,--,--,0,--,--,--,0,0,--
BUENOS AIRES,Adolfo Alsina,0,--,--,--,0,--,--,--,--,--
BUENOS AIRES,0,0,SI,--,0,0,SI,SI,0,SI,0
BUENOS AIRES,0,De la Garma,--,--,0,SI,SI,SI,0,SI,0
0,Adolfo Gonzales Chaves,Juan E Barra,0,0,--,--,0,0,SI,0,--
0,Adolfo Gonzales Chaves,Vásquez,--,0,--,--,SI,0,SI,0,--
BUENOS AIRES,0,Alberti (Est Andrés Vaccarezza),SI,--,0,SI,SI,SI,0,SI,0
BUENOS AIRES,Alberti,0,--,--,--,0,--,--,0,--,--
BUENOS AIRES,0,Mechita,SI,--,0,--,SI,SI,0,0,--
BUENOS AIRES,Alberti,0,--,--,--,0,--,--,SI,0,--
0,Alberti,Villa Grisolía (Est Achupallas),0,0,--,--,0,0,--,--,--
BUENOS AIRES,Alberti,Villa María,0,--,--,--,0,--,--,--,0
0,Alberti,Villa Ortiz (Est Coronel Mom),0,0,--,--,0,0,SI,0,--
0,Apóstoles,Rincón de Azara,--,0,--,--,--,0,--,--,--
MISIONES,0,0,SI,--,0,0,SI,SI,0,SI,0
BUENOS AIRES,0,Adrogué,SI,SI,0,SI,SI,SI,0,SI,0
0,Almirante Brown,Burzaco,SI,0,SI,SI,SI,0,SI,SI,SI
0,Almirante Brown,Claypole,0,0,SI,SI,0,SI,SI,0,--
BUENOS AIRES,Almirante Brown,0,--,SI,--,0,SI,SI,--,SI,--
BUENOS AIRES,0,0,SI,SI,0,SI,SI,SI,0,SI,0
BUENOS AIRES,Almirante Brown,Jose Mármol,0,SI,SI,SI,0,SI,SI,SI,--
0,Fray Mamerto Esquiú,La Tercena,--,0,--,--,--,0,--,0,--
0,Almirante Brown,Longchamps,SI,0,SI,SI,SI,0,SI,SI,0
0,Almirante Brown,Malvinas Argentinas,0,0,SI,SI,0,0,SI,SI,--
BUENOS AIRES,0,Ministro Rivadavia,SI,SI,0,SI,SI,SI,0,0,--
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,SI,--
BUENOS AIRES,Almirante Brown,San Francisco Solano,0,SI,SI,SI,0,0,SI,SI,0
0,Almirante Brown,San Jose,SI,0,SI,SI,SI,0,SI,SI,0
0,Apóstoles,Tres Capones,0,0,--,--,0,0,--,--,--
MISIONES,Cainguás,1º de Mayo,0,--,--,--,0,--,--,0,--
BUENOS AIRES,0,0,--,--,0,0,--,--,0,SI,SI
BUENOS AIRES,Exaltación de la Cruz,0,SI,--,--,0,SI,SI,SI,SI,0
BUENOS AIRES,0,0,SI,--,SI,0,SI,SI,SI,0,SI
BUENOS AIRES,0,Canning,SI,SI,0,SI,SI,SI,0,SI,--
BUENOS AIRES,Ezeiza,Carlos Spegazzini,0,SI,SI,SI,0,SI,SI,SI,0
0,Ezeiza,José Maria Ezeiza,SI,0,SI,SI,SI,0,SI,SI,SI
BUENOS AIRES,0,La Unión,SI,SI,0,SI,SI,SI,0,0,SI
MISIONES,0,0,--,--,0,0,--,--,0,0,--
MISIONES,Eldorado,Pueblo Nuevo,0,--,--,--,0,--,--,--,0
0,Ezeiza,Tristán Suarez,0,0,SI,SI,0,0,SI,SI,0
BUENOS AIRES,Florencio Varela,0,SI,SI,SI,0,SI,SI,SI,SI,--
BUENOS AIRES,0,0,--,--,0,0,SI,SI,0,0,--
BUENOS AIRES,0,Estanislao Severo Zeballos,SI,SI,0,SI,SI,SI,0,--,0
BUENOS AIRES,Florencio Varela,0,SI,SI,SI,0,SI,SI,SI,SI,SI
0,Florencio Varela,Gobernador Julio A Costa,SI,0,SI,SI,SI,0,SI,0,--
0,Florencio Varela,Ingeniero Juan Allan,0,SI,--,SI,0,SI,SI,0,--
BUENOS AIRES,0,0,--,--,0,0,SI,SI,0,--,--
BUENOS AIRES,0,Villa Parque Sicardi,--,--,0,--,SI,SI,0,SI,0
BUENOS AIRES,Lanús,0,SI,SI,SI,0,SI,SI,0,0,--
BUENOS AIRES,0,Lanús Este,SI,SI,0,SI,SI,SI,0,0,SI
BUENOS AIRES,Lanús,Lanús Oeste,0,0,SI,SI,0,SI,SI,SI,0
0,Lanús,Monte Chingolo,SI,0,SI,SI,SI,0,SI,--,0
0,Lanús,Remedios Escalada De San Martin,0,0,SI,SI,0,0,SI,0,--
BUENOS AIRES,Lanús,Valentín Alsina,0,SI,SI,SI,0,SI,SI,0,--
BUENOS AIRES,0,0,--,SI,0,0,SI,SI,0,--,--
BUENOS AIRES,Laprida,0,--,--,--,0,--,--,--,SI,0
BUENOS AIRES,Laprida,Pueblo San Jorge,0,--,--,--,0,--,SI,0,--
0,Las Flores,Coronel Boerr,0,0,--,--,0,0,--,SI,--
BUENOS AIRES,0,El Trigo,--,--,0,SI,--,--,0,SI,0
BUENOS AIRES,0,0,SI,--,0,0,SI,SI,SI,SI,--
0,Las Flores,Pardo,--,0,--,--,SI,0,--,0,--
BUENOS AIRES,Leandro N Alem,Alberdi Viejo,0,--,--,--,0,0,--,SI,--
BUENOS AIRES,Leandro N Alem,El Dorado,0,--,--,--,0,--,SI,SI,SI
0,Leandro N Alem,Fortín Acha,0,0,--,--,0,0,--,SI,0
BUENOS AIRES,Leandro N Alem,0,SI,SI,--,0,SI,SI,SI,SI,--
BUENOS AIRES,0,0,--,SI,0,0,SI,SI,0,0,--
0,Leandro N Alem,Vedia,SI,0,--,SI,SI,0,SI,SI,0
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,0,--,--,--,0,--,SI,--,0
BUENOS AIRES,Quilmes,Villa La Florida,0,SI,SI,SI,0,0,SI,0,--
0,Ramallo,El Paraíso,--,0,--,--,--,0,SI,--,--
BUENOS AIRES,Ramallo,0,--,--,0,0,SI,SI,--,--,0
BUENOS AIRES,0,Pérez Millán,--,--,0,SI,SI,SI,0,--,--
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,SI,SI
BUENOS AIRES,Ramallo,0,--,--,--,0,SI,SI,--,0,--
0,Ramallo,Villa Ramallo,0,0,--,SI,0,0,SI,--,--
BUENOS AIRES,Rauch,Rauch,0,--,SI,SI,0,SI,SI,SI,0
BUENOS AIRES,Rivadavia,0,SI,SI,--,0,SI,SI,SI,0,SI
BUENOS AIRES,0,0,SI,--,0,SI,SI,SI,0,0,--
0,Rivadavia,González Moreno,--,0,--,--,SI,0,--,SI,0
BUENOS AIRES,Rivadavia,Mira Pampa,0,0,--,--,0,--,--,--,0
BUENOS AIRES,0,Roosevelt,--,--,0,--,--,--,0,0,--
BUENOS AIRES,Rivadavia,0,--,--,--,0,--,--,0,0,--
BUENOS AIRES,Rivadavia,0,--,--,--,0,SI,--,SI,SI,--
BUENOS AIRES,0,0,--,--,0,0,--,--,0,--,0
BUENOS AIRES,Rojas,Barrio Las Margaritas,0,--,--,--,0,--,--,0,--
0,Rojas,La Beba,0,0,--,--,0,0,--,0,--
BUENOS AIRES,0,Las Carabelas,--,--,0,SI,SI,--,0,SI,0
BUENOS AIRES,Rojas,0,--,--,--,0,--,--,--,--,--
BUENOS AIRES,0,0,--,--,0,0,SI,--,0,0,--
BUENOS AIRES,0,Roberto Cano,--,--,0,--,--,--,0,0,--
0,Rojas,Rojas,0,0,SI,SI,0,0,SI,SI,0
0,Rojas,Sol de Mayo,--,0,--,--,--,0,--,--,--
0,Rojas,Villa Manuel Pomar,0,0,--,--,0,0,--,0,--
BUENOS AIRES,Rojas,Villa Parque Cecir,0,--,--,--,0,--,--,0,--
BUENOS AIRES,0,Carlos Beguerie,--,--,0,--,--,--,0,SI,0
CATAMARCA,Fray Mamerto Esquiú,0,--,--,--,0,--,--,--,--,0
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,--,--,SI,0,SI,--,0,--
0,Arrecifes,Arrecifes,0,0,SI,SI,0,0,SI,SI,SI
BUENOS AIRES,0,Todd,--,--,0,SI,SI,SI,0,--,0
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,--,--
0,Avellaneda,Area Reserva Cinturón Ecológico,--,0,--,--,SI,0,--,0,--
0,Avellaneda,Avellaneda,0,0,SI,SI,0,0,SI,SI,SI
BUENOS AIRES,Avellaneda,Crucesita,0,SI,--,SI,0,SI,SI,--,--
0,Avellaneda,Dock Sud,SI,0,--,SI,SI,0,SI,SI,0
BUENOS AIRES,Avellaneda,0,--,SI,--,0,SI,SI,SI,--,--
BUENOS AIRES,0,Villa Brown,--,SI,0,0,SI,SI,0,0,--
0,Florencio Varela,Villa San Luis,0,0,--,--,0,0,--,--,0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,0,SI,SI,SI,0,SI,SI,--,0
0,Florencio Varela,Villa Vatteone,SI,0,SI,SI,SI,0,SI,--,--
0,Florentino Ameghino,Blaquier,0,0,--,--,0,0,SI,0,SI
BUENOS AIRES,0,Florentino Ameghino,SI,--,0,SI,SI,SI,0,--,--
BUENOS AIRES,0,0,--,--,0,0,--,--,0,SI,0
BUENOS AIRES,General Alvarado,0,--,--,--,0,--,--,--,0,--
BUENOS AIRES,0,0,--,--,0,0,SI,SI,0,SI,SI
BUENOS AIRES,General Alvarado,Mar del Sur,0,--,SI,--,0,SI,SI,SI,0
0,General Alvarado,Mechongué,SI,0,--,--,SI,0,SI,SI,--
CATAMARCA,0,0,--,--,0,0,--,--,0,0,--
CATAMARCA,Paclín,0,--,--,--,0,--,--,--,0,SI
0,Paclín,Monte Potrero,0,0,--,--,0,0,--,--,0
0,Lincoln,Arenaza,--,0,--,SI,SI,0,SI,--,0
BUENOS AIRES,0,0,--,--,0,0,SI,--,0,SI,--
BUENOS AIRES,0,Bermúdez,--,--,0,--,--,--,0,0,--
BUENOS AIRES,0,Carlos Salas,--,--,0,--,--,--,0,SI,0
BUENOS AIRES,Lincoln,0,SI,--,--,0,SI,SI,SI,--,--
0,Lincoln,El Triunfo,0,0,SI,SI,SI,0,SI,0,--
BUENOS AIRES,Lincoln,Las Toscas,0,--,--,--,0,--,SI,0,--
BUENOS AIRES,Lincoln,0,SI,SI,SI,0,SI,SI,SI,--,--
BUENOS AIRES,0,0,--,--,0,0,SI,SI,0,SI,0
BUENOS AIRES,0,Roberts,--,--,0,SI,SI,SI,0,0,--
BUENOS AIRES,Lincoln,0,--,--,--,0,--,--,--,0,--
0,Lobería,Arenas Verdes,--,0,--,--,SI,0,--,SI,--
0,Lobería,Licenciado Matienzo,0,--,--,--,0,--,--,SI,0
BUENOS AIRES,Lobería,Lobería,0,--,SI,SI,0,SI,SI,0,--
0,Lobería,Pieres,0,0,--,--,0,0,SI,SI,--
BUENOS AIRES,Roque Pérez,0,SI,SI,SI,0,SI,SI,SI,SI,0
BUENOS AIRES,0,0,--,--,0,0,--,--,0,--,0
0,Saavedra,Colonia San Martín,--,0,--,--,0,0,--,--,--
BUENOS AIRES,Saavedra,Dufaur,0,--,--,--,0,--,SI,0,--
BUENOS AIRES,0,0,--,--,--,0,SI,--,SI,SI,--
BUENOS AIRES,0,Goyena,--,--,0,SI,--,--,0,--,0
BUENOS AIRES,Saavedra,Las Encadenadas,0,--,--,--,0,--,--,--,--
0,Saavedra,Pigüé,--,0,--,SI,SI,0,SI,0,--
0,Saavedra,Saavedra,0,0,--,SI,0,0,SI,SI,0
BUENOS AIRES,Saladillo,Alvarez de Toledo,0,--,--,SI,0,SI,SI,--,SI
BUENOS AIRES,0,0,--,--,0,0,--,--,0,0,--
BUENOS AIRES,Saladillo,0,--,--,--,0,--,--,SI,--,--
BUENOS AIRES,Saladillo,Del Carril,0,--,--,--,0,--,SI,SI,0
0,Saladillo,Polvaredas,--,0,--,--,--,0,--,--,0
MISIONES,Eldorado,Puerto Mado,0,--,--,--,0,--,--,0,--
0,Eldorado,Puerto Pinares,0,0,--,--,0,0,--,--,--
CABA,COMUNA 03,0,SI,SI,SI,0,SI,SI,SI,SI,0
CATAMARCA,0,0,--,--,0,0,SI,SI,0,SI,SI
CATAMARCA,0,La Puntilla,--,--,0,--,--,--,0,--,--
CATAMARCA,0,0,--,--,0,0,--,--,--,0,--
0,Tinogasta,Los Balverdis,--,0,--,--,--,0,--,--,--
CATAMARCA,Tinogasta,Medanitos,0,--,--,--,0,0,--,--,0
CATAMARCA,0,0,--,--,0,0,--,--,0,0,--
CATAMARCA,0,Pampa Blanca,--,--,0,--,--,--,0,0,--
0,Tinogasta,Punta del Agua,0,0,--,--,0,0,--,--,0
CATAMARCA,Tinogasta,Saujil,0,--,--,--,0,--,--,--,0
CATAMARCA,0,0,--,--,0,0,SI,--,0,0,--
CABA,COMUNA 09,0,SI,SI,SI,0,SI,SI,SI,0,SI
CORDOBA,Punilla,0,SI,SI,--,0,SI,SI,0,SI,0
CORDOBA,0,Casa Grande,--,--,0,--,--,--,0,SI,0
0,Punilla,Charbonier,0,0,--,--,0,--,--,SI,--
0,Punilla,Cosquín,SI,0,--,--,SI,0,SI,0,--
CORDOBA,0,Cuesta Blanca,--,--,0,--,--,--,0,SI,0
CORDOBA,0,0,--,--,0,0,SI,--,0,SI,--
CORDOBA,0,0,--,SI,--,0,SI,SI,SI,0,--
CABA,0,COGHLAN,SI,SI,0,SI,SI,SI,0,0,SI
CORDOBA,Santa María,Despeñaderos,0,--,--,SI,0,SI,SI,SI,0
0,Santa María,Dique Chico,--,0,--,--,--,0,--,--,0
