Provincia,Unnamed: 1,Localidad,ADSL,CABLEMODEM,Unnamed: 5,FIBRAOPTICA,4G,3G,Unnamed: 9,WIRELESS,Unnamed: 11
0,Coronel Pringles,Río Grande,--,0,--,--,--,0,--,SI,0
0,Coronel Pringles,Riocito,0,0,--,--,--,0,--,0,--
SAN LUIS,Coronel Pringles,Saladillo,0,--,--,SI,0,SI,--,0,--
SAN LUIS,0,Valle De Pancanta,--,--,0,--,--,--,0,--,0
SAN LUIS,General Pedernera,0,--,--,--,0,--,--,--,--,0
SAN LUIS,General Pedernera,Caldenadas,0,--,--,--,0,--,--,--,--
0,General Pedernera,Colonia Don Antonio,0,0,--,--,0,0,--,0,--
0,General Pedernera,Coronel Alzogaray,--,0,--,--,--,0,--,--,--
0,General Pedernera,Country Club Los Caldenes,0,0,--,--,0,0,--,--,0
SAN LUIS,0,Dique Vulpiani,--,--,0,--,SI,SI,0,0,--
SAN LUIS,0,0,--,--,0,0,SI,--,0,0,--
SAN LUIS,General Pedernera,0,--,--,--,0,--,--,SI,SI,0
SAN LUIS,0,Justo Daract,SI,--,0,--,SI,SI,0,SI,0
SAN LUIS,General Pedernera,La Angelina,0,--,--,--,0,--,--,0,--
0,General Pedernera,La Esquina,0,0,--,--,0,0,--,--,--
SAN LUIS,0,0,--,--,0,0,--,--,0,SI,--
SAN LUIS,General Pedernera,0,--,--,--,0,SI,SI,--,--,0
0,General Pedernera,Las Isletas,0,0,--,--,0,0,--,--,--
0,General Pedernera,Lavaisse,--,0,--,--,--,0,--,0,--
SAN LUIS,0,0,--,--,0,0,SI,SI,0,--,--
SAN LUIS,0,Nación Ranquel,--,--,0,--,--,--,0,--,0
SAN LUIS,0,0,--,--,0,--,--,--,0,0,--
SAN LUIS,General Pedernera,0,--,--,--,0,--,--,--,SI,--
0,San Lorenzo,Coronel Arnold,--,0,--,SI,SI,0,SI,--,0
SANTA FE,San Lorenzo,Fray Luis Beltrán,0,SI,--,SI,0,SI,SI,--,--
SANTA FE,San Lorenzo,0,SI,--,--,0,SI,SI,SI,--,--
SANTA FE,0,0,--,SI,0,0,SI,--,0,0,--
SANTA FE,0,Puerto General San Martín,--,--,0,SI,SI,SI,0,SI,SI
SANTA FE,0,0,SI,--,--,0,SI,SI,SI,SI,0
0,San Lorenzo,Ricardone,SI,0,--,SI,SI,0,SI,SI,SI
SANTA FE,San Lorenzo,Roldán,0,SI,--,SI,0,SI,SI,0,--
SANTA FE,San Lorenzo,San Jerónimo Sud,0,SI,--,SI,0,SI,SI,--,0
0,Aguirre,Casares,0,0,--,--,0,0,--,--,--
SANTA FE,General Obligado,0,SI,SI,--,0,SI,SI,SI,0,SI
SANTA FE,0,0,SI,--,0,0,SI,--,0,--,--
0,General Obligado,Ingeniero Chanourdie,--,0,--,--,--,0,SI,SI,0
SANTA FE,General Obligado,La Isleta,0,--,--,--,0,--,--,--,0
SANTA FE,General Obligado,0,--,--,--,0,SI,--,SI,SI,--
SANTA FE,0,Lanteri,--,--,0,--,SI,SI,0,0,--
0,General Obligado,Las Garzas,0,--,--,--,0,--,SI,--,0
0,General Obligado,Las Toscas,SI,0,--,SI,SI,0,SI,SI,0
0,General Obligado,Los Laureles,0,0,--,--,0,0,SI,0,--
SANTA FE,General Obligado,Malabrigo,0,SI,--,--,0,SI,SI,0,--
SANTA FE,0,0,--,--,0,0,--,--,0,--,0
SANTA FE,General Obligado,0,--,--,--,0,SI,--,SI,--,--
SAN LUIS,Junín,Talita,0,--,--,--,0,--,--,SI,SI
0,La Capital,Alto Pelado,--,0,--,--,0,0,--,0,--
SAN LUIS,La Capital,Alto Pencoso,0,0,--,SI,0,--,--,SI,0
0,La Capital,Balde,--,0,--,SI,SI,0,--,SI,SI
SAN LUIS,La Capital,0,--,--,--,0,--,--,0,0,--
SAN LUIS,0,Boca Del Tigre,--,--,0,--,--,--,0,0,SI
SAN LUIS,0,0,--,--,0,0,--,--,0,SI,0
SAN LUIS,La Capital,0,--,--,--,0,--,--,--,--,0
0,La Capital,Charlone,0,0,--,--,0,0,--,--,--
SAN LUIS,La Capital,Chosmes,0,--,--,--,0,SI,--,0,--
SAN LUIS,La Capital,0,--,--,--,0,--,--,--,--,0
SAN LUIS,0,Daniel Donovan,--,--,0,--,--,--,0,--,--
0,La Capital,Desaguadero,--,0,--,SI,--,0,--,0,--
SAN LUIS,La Capital,El Charabon,0,--,--,--,0,0,--,--,--
SAN LUIS,0,El Chorrillo,--,--,0,--,SI,SI,0,--,0
SAN LUIS,La Capital,0,--,SI,0,0,--,--,SI,SI,--
SAN LUIS,La Capital,0,--,--,--,0,--,--,--,--,--
SAN LUIS,0,0,--,--,0,0,--,--,0,0,--
SAN LUIS,La Capital,Juan W Gez,0,--,--,--,0,--,--,--,--
0,La Capital,Juana Koslay,0,0,SI,SI,0,0,SI,SI,0
SAN LUIS,0,0,--,SI,0,SI,SI,SI,0,0,--
SAN LUIS,La Capital,0,--,--,--,0,--,--,--,SI,SI
SAN LUIS,0,0,--,--,0,0,--,--,0,--,0
SALTA,0,San Ramón de la Nueva Orán,SI,SI,0,SI,SI,SI,0,--,SI
0,Orán,Urundel,0,0,--,SI,0,0,SI,0,SI
0,Rivadavia,Alto de la Sierra,--,0,--,SI,--,0,--,SI,--
0,Rivadavia,Capitán Juan Pagé,--,0,--,--,--,0,--,SI,--
SALTA,Rivadavia,Coronel Juan Solá,0,--,--,SI,0,SI,SI,SI,0
SALTA,0,0,--,--,0,0,--,--,0,--,--
SALTA,Rivadavia,0,--,--,--,0,SI,--,--,0,SI
SALTA,Rivadavia,Los Blancos,0,--,--,--,0,--,--,SI,0
0,Rivadavia,Pluma de Pato,0,0,--,--,0,0,--,SI,--
SALTA,0,Rivadavia,--,--,0,SI,SI,--,0,0,--
SALTA,0,0,--,--,0,0,--,--,0,--,--
0,Rivadavia,Santa Rosa,--,0,--,--,--,0,--,--,0
0,Rivadavia,Santa Victoria Este,0,0,--,SI,0,0,SI,SI,0
SALTA,Rosario de la Frontera,Antilla,0,--,--,SI,0,--,--,0,SI
0,Rosario de la Frontera,Copo Quile,--,0,--,SI,0,0,--,0,--
SALTA,Rosario de la Frontera,0,--,--,--,0,SI,SI,--,--,SI
RIO NEGRO,0,Naupa Huen,--,--,0,SI,--,--,0,--,0
0,El Cuy,Paso Córdova,0,0,--,--,0,0,--,0,--
RIO NEGRO,El Cuy,Valle Azul,0,--,--,--,0,--,SI,SI,SI
0,General Roca,Allen,0,0,SI,SI,SI,0,SI,SI,0
RIO NEGRO,General Roca,Bajo San Cayetano,0,--,--,--,0,SI,--,SI,0
RIO NEGRO,0,Barda del Medio,--,--,0,--,SI,SI,0,SI,SI
RIO NEGRO,General Roca,0,--,--,--,0,--,--,--,0,--
RIO NEGRO,0,0,--,--,0,0,--,--,0,--,0
RIO NEGRO,0,Barrio Calle Ciega Nº6,--,--,0,--,--,--,0,--,0
0,General Roca,Barrio Canale,0,0,--,--,0,0,--,0,--
0,General Roca,Barrio Chacra Monte,--,0,--,--,SI,0,SI,0,--
RIO NEGRO,0,Barrio Costa Este,--,--,0,--,--,--,0,--,--
RIO NEGRO,General Roca,0,--,--,--,0,--,--,0,--,0
RIO NEGRO,General Roca,Barrio Costa Oeste,0,--,--,--,0,SI,--,--,--
0,General Roca,Barrio Destacamento,--,0,--,--,--,0,--,0,SI
RIO NEGRO,General Roca,0,--,--,--,0,--,--,--,SI,--
RIO NEGRO,0,0,--,--,0,--,--,--,0,--,0
RIO NEGRO,0,Barrio El Petróleo,--,--,0,--,--,--,0,0,--
RIO NEGRO,0,0,--,--,0,0,SI,SI,0,--,--
0,General Roca,Barrio Emergente,--,0,--,--,--,0,--,--,0
0,General Roca,Barrio Fátima,0,0,--,--,0,0,--,SI,--
RIO NEGRO,General Roca,0,--,--,0,0,--,--,--,0,--
RIO NEGRO,0,Barrio Goretti,--,--,0,--,--,--,0,0,--
RIO NEGRO,0,Prahuaniyeu,--,--,0,--,--,--,0,--,0
RIO NEGRO,0,0,--,--,0,0,SI,--,0,SI,SI
0,9 de Julio,Treneta,--,0,--,--,--,0,--,0,--
0,9 de Julio,Yaminué,0,0,--,--,0,0,--,SI,--
RIO NEGRO,Adolfo Alsina,Bahía Creek,0,--,--,--,0,--,--,--,--
0,Adolfo Alsina,El Cóndor,--,0,--,--,0,0,SI,SI,0
RIO NEGRO,Adolfo Alsina,0,--,--,--,0,--,--,--,--,--
RIO NEGRO,0,Guardia Mitre,--,--,0,--,SI,--,0,0,SI
0,Adolfo Alsina,La Lobería,0,0,--,--,0,0,--,--,0
RIO NEGRO,Adolfo Alsina,Loteo Costa de Río,0,--,--,--,0,--,--,--,0
RIO NEGRO,0,0,--,--,0,0,--,--,0,0,--
RIO NEGRO,0,San Javier,--,--,0,--,--,--,0,0,SI
0,Adolfo Alsina,Viedma,0,0,SI,SI,0,0,SI,SI,0
0,Avellaneda,Barrio Unión,--,0,--,--,--,0,--,--,--
0,Avellaneda,Chelforó,--,0,--,--,--,0,--,0,--
RIO NEGRO,Avellaneda,Chimpay,0,--,--,SI,0,SI,--,0,SI
RIO NEGRO,0,0,SI,SI,0,0,SI,SI,0,SI,0
SALTA,Rosario de la Frontera,0,--,--,--,0,--,--,--,--,0
RIO NEGRO,Avellaneda,Coronel Belisle,0,--,--,SI,0,SI,SI,0,SI
0,Avellaneda,Darwin,0,0,--,SI,0,0,--,SI,SI
0,Avellaneda,Lamarque,--,0,SI,SI,SI,0,SI,SI,0
RIO NEGRO,Avellaneda,Luis Beltrán,0,SI,SI,SI,0,0,SI,SI,0
RIO NEGRO,0,Pomona,--,SI,0,--,SI,SI,0,0,SI
RIO NEGRO,Bariloche,0,--,--,0,0,SI,SI,--,0,--
RIO NEGRO,Bariloche,0,--,--,--,0,SI,SI,--,--,--
RIO NEGRO,0,0,--,--,0,0,SI,SI,0,--,0
RIO NEGRO,Bariloche,El Bolsón,0,SI,--,SI,0,SI,SI,0,SI
0,Bariloche,El Foyel,0,0,--,--,0,0,--,0,SI
RIO NEGRO,0,0,--,--,0,--,--,--,0,--,0
RIO NEGRO,Bariloche,0,--,--,--,0,--,--,SI,--,SI
RIO NEGRO,General Roca,Barrio Guerrico,0,0,SI,SI,0,SI,SI,0,--
0,General Roca,Barrio Isla 10,--,0,--,--,--,0,--,SI,--
RIO NEGRO,General Roca,0,--,--,--,0,--,--,0,SI,0
RIO NEGRO,0,Barrio La Costa,--,--,0,--,--,--,0,--,--
RIO NEGRO,0,0,--,--,0,0,--,--,0,SI,--
RIO NEGRO,General Roca,0,--,--,--,0,--,--,--,0,--
0,General Roca,Barrio La Herradura,0,0,--,--,0,0,--,--,--
RIO NEGRO,General Roca,Barrio La Lor,0,--,--,--,0,SI,--,--,0
RIO NEGRO,General Roca,0,--,--,--,0,SI,SI,--,0,--
RIO NEGRO,0,Barrio Las Angustias,--,--,0,--,SI,SI,0,0,--
RIO NEGRO,General Roca,0,--,--,--,0,--,--,--,SI,--
RIO NEGRO,0,Barrio Mar del Plata,--,--,0,--,--,--,0,SI,0
0,General Roca,Barrio María Elvira,0,--,--,--,0,SI,--,--,--
0,General Roca,Barrio Moño Azul,--,0,--,--,--,0,--,0,--
0,General Roca,Barrio Mosconi,0,0,--,--,0,0,SI,SI,0
RIO NEGRO,General Roca,Barrio Norte (municipio de Cinco Saltos),0,--,--,--,0,--,--,--,--
RIO NEGRO,0,0,--,--,0,0,--,--,0,0,--
RIO NEGRO,General Roca,0,--,--,--,0,--,--,--,SI,--
RIO NEGRO,General Roca,Barrio Pino Azul,0,--,--,--,0,SI,--,--,0
0,General Roca,Barrio Porvenir,--,0,--,--,0,0,--,SI,0
RIO NEGRO,0,Barrio Presidente Perón,--,--,0,--,--,--,0,0,--
RIO NEGRO,0,0,--,--,--,0,--,--,--,0,--
0,General Roca,Barrio Puente De Madera,--,0,--,--,--,0,--,--,--
RIO NEGRO,General Roca,Barrio Santa Lucia,0,--,--,--,0,--,--,SI,0
RIO NEGRO,General Roca,Barrio Santa Rita,0,--,--,--,0,--,--,0,--
0,General Roca,Barrio Tres Luces,0,0,--,--,0,0,--,0,--
RIO NEGRO,General Roca,0,--,--,--,0,SI,SI,--,SI,0
RIO NEGRO,0,0,--,SI,0,0,SI,--,0,SI,0
0,General Roca,Chichinales,--,0,--,SI,SI,0,SI,SI,SI
RIO NEGRO,General Roca,Cinco Saltos,0,--,SI,SI,0,SI,SI,0,SI
0,General Roca,Cipolletti,0,0,SI,SI,0,0,SI,SI,0
0,General Roca,Contralmirante Cordero,--,0,--,--,SI,0,SI,SI,0
RIO NEGRO,0,0,--,--,0,0,SI,SI,0,0,--
RIO NEGRO,0,General Enrique Godoy,--,--,0,SI,SI,SI,0,0,SI
RIO NEGRO,0,0,SI,--,0,SI,SI,SI,0,SI,0
RIO NEGRO,General Roca,0,SI,SI,SI,0,SI,SI,SI,SI,SI
0,General Roca,Ingeniero Luis A Huergo,SI,0,SI,SI,SI,0,SI,0,SI
RIO NEGRO,General Roca,Ingeniero Otto Krause,0,--,--,--,0,--,--,0,--
RIO NEGRO,General Roca,0,--,--,--,0,SI,--,--,SI,SI
RIO NEGRO,0,0,--,--,0,0,--,--,0,SI,0
0,General Roca,Península Ruca Co,--,0,--,--,--,0,--,--,--
0,General Roca,Peñas Blancas,0,0,--,--,0,0,--,0,SI
RIO NEGRO,0,Puente Cero,--,--,0,--,SI,SI,0,SI,--
RIO NEGRO,0,0,--,--,0,0,SI,--,0,SI,0
RIO NEGRO,General Roca,0,--,--,--,0,--,--,--,0,--
RIO NEGRO,0,Villa Alberdi,--,--,0,--,--,--,0,SI,--
RIO NEGRO,General Roca,Villa del Parque,0,--,--,--,0,--,--,SI,0
0,General Roca,Villa Manzano,0,0,--,--,0,0,SI,SI,SI
RIO NEGRO,0,0,SI,--,0,0,SI,SI,0,0,SI
RIO NEGRO,General Roca,0,--,--,--,0,--,SI,--,0,--
RIO NEGRO,0,Las Bayas,--,--,0,--,--,--,0,--,0
RIO NEGRO,Pichi Mahuida,0,--,SI,--,0,SI,--,--,SI,SI
0,Pichi Mahuida,Juventud Unida,--,0,--,SI,0,0,--,0,--
RIO NEGRO,Pichi Mahuida,Pichi Mahuida,0,--,--,--,0,--,--,--,--
0,Pichi Mahuida,Río Colorado,0,0,SI,SI,0,0,SI,SI,SI
0,Pichi Mahuida,Salto Andersen,--,0,--,--,--,0,--,--,0
RIO NEGRO,0,0,--,--,0,0,--,--,0,--,--
RIO NEGRO,0,Comallo,--,--,0,SI,SI,--,0,0,SI
0,Pilcaniyeu,Dina Huapi,SI,0,SI,SI,SI,0,SI,SI,0
0,Pilcaniyeu,Laguna Blanca,0,--,--,--,0,--,--,--,SI
RIO NEGRO,Pilcaniyeu,0,--,--,--,0,--,--,--,0,--
RIO NEGRO,0,Paso Flores,--,--,0,0,--,--,0,--,SI
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,0,--,--,--,0,--,--,--,0
0,Pilcaniyeu,Pilquiniyeu del Limay,--,0,--,SI,--,0,--,--,0
0,Pilcaniyeu,Villa Llanquín,--,0,--,--,--,0,--,0,SI
0,San Antonio,El Empalme,0,0,--,--,0,0,--,0,--
RIO NEGRO,0,Las Grutas,SI,--,0,SI,SI,SI,0,--,SI
RIO NEGRO,0,0,--,--,0,0,--,--,0,SI,0
SAN JUAN,Chimbas,Chimbas,0,--,SI,SI,0,SI,SI,0,--
0,Chimbas,El Mogote,--,0,--,--,--,0,--,--,--
0,Chimbas,Villa Paula Albarracin,--,0,--,--,SI,0,--,SI,0
SAN JUAN,Iglesia,Angualasto,0,--,--,--,0,--,--,SI,0
SAN JUAN,0,Bella Vista,--,--,0,0,--,--,0,0,SI
SAN JUAN,Iglesia,0,--,--,--,0,--,--,SI,SI,SI
SAN JUAN,0,0,--,--,0,0,SI,SI,0,SI,0
SAN JUAN,0,Pismanta,--,--,0,--,--,--,0,SI,0
0,Iglesia,Rodeo,0,0,--,--,0,0,SI,0,--
0,Iglesia,Tudcum,--,0,--,--,--,0,SI,0,SI
SAN JUAN,0,El Fical,--,--,0,--,--,--,0,--,0
SAN JUAN,0,0,--,--,--,0,--,--,--,--,--
SAN JUAN,Jáchal,El Médano,0,--,--,--,0,--,--,0,--
0,Jáchal,Gran China,0,0,--,--,0,0,--,SI,--
SAN JUAN,Jáchal,0,--,--,--,0,--,--,SI,SI,0
SAN JUAN,0,La Falda,--,--,0,--,--,--,0,--,--
SAN JUAN,0,Mogna,--,--,0,--,--,--,0,SI,--
SAN JUAN,0,0,--,--,0,0,SI,--,0,0,--
0,Jáchal,Pampa Vieja,--,0,--,--,--,0,--,SI,--
0,Jáchal,San Isidro,0,0,--,--,0,0,--,SI,0
RIO NEGRO,San Antonio,0,SI,--,--,0,--,--,SI,0,SI
RIO NEGRO,0,Punta Colorada,--,--,0,--,--,--,0,0,--
RIO NEGRO,0,0,--,--,0,0,--,--,0,SI,0
RIO NEGRO,San Antonio,0,SI,--,SI,0,SI,SI,SI,SI,SI
0,San Antonio,Sierra Grande,0,0,SI,SI,0,0,SI,0,SI
RIO NEGRO,Valcheta,Aguada Cecilio,0,--,--,SI,0,--,--,--,--
RIO NEGRO,Valcheta,Arroyo Los Berros,0,0,--,--,0,--,--,--,SI
0,Valcheta,Arroyo Ventana,--,0,--,--,--,0,SI,--,0
RIO NEGRO,Valcheta,0,--,--,--,0,--,--,0,--,--
RIO NEGRO,0,Sierra Pailemán,--,--,0,--,--,--,0,0,SI
0,Valcheta,Valcheta,--,0,--,SI,SI,0,SI,SI,0
0,Anta,Apolinario Saravia,0,0,--,SI,0,0,SI,SI,0
SALTA,Anta,0,--,--,--,0,--,--,--,0,SI
SALTA,0,0,--,--,0,0,SI,SI,0,0,--
SALTA,Anta,Coronel Mollinedo,0,--,--,--,0,--,--,SI,0
0,Anta,Coronel Olleros,0,0,--,--,0,0,--,SI,0
0,Cafayate,Tolombón,--,0,--,--,SI,0,--,--,--
SALTA,Capital,Atocha,0,--,--,SI,0,0,--,0,--
SALTA,0,El Tipal - La Almudena,--,--,0,--,SI,SI,0,SI,0
SALTA,Capital,0,--,--,0,0,SI,--,--,SI,0
0,Capital,Las Costas,0,0,--,--,0,0,--,0,--
0,Capital,Salta,SI,0,SI,SI,SI,0,SI,SI,SI
SALTA,Capital,Villa San Lorenzo,0,SI,--,SI,0,SI,SI,SI,0
0,Cerrillos,Barrio El Congreso,0,0,--,SI,0,0,--,--,0
SALTA,Cerrillos,0,--,--,--,0,SI,--,--,--,--
SALTA,0,0,--,--,0,0,--,--,0,0,--
SALTA,0,Barrio Los Pinares,SI,--,0,SI,--,--,0,SI,0
SALTA,0,0,SI,SI,--,0,SI,SI,SI,SI,0
0,Grl José de San Martín,Misión Kilómetro 6,--,0,--,--,--,0,--,0,--
SALTA,Grl José de San Martín,Misión Tierras Fiscales,0,--,--,--,0,--,--,0,--
SALTA,0,0,--,--,0,0,SI,SI,0,SI,SI
SALTA,0,San Agustín,--,--,0,--,--,--,0,SI,0
0,Cerrillos,Villa Los Álamos,0,0,--,--,0,0,--,--,--
SALTA,Chicoana,Barrio Finca La Maroma,0,--,--,SI,0,--,--,0,--
SALTA,0,0,--,--,0,0,--,--,0,SI,--
SALTA,Chicoana,0,--,--,--,0,--,--,--,--,0
SALTA,Chicoana,0,SI,--,--,0,SI,SI,SI,0,SI
SALTA,0,El Carril,SI,--,0,SI,SI,SI,0,SI,SI
0,General Güemes,Campo Santo,0,--,--,SI,0,SI,SI,SI,0
0,General Güemes,Cobos,--,0,--,SI,SI,0,--,SI,--
SALTA,0,El Bordo,--,--,0,SI,--,--,0,0,--
SALTA,0,0,SI,--,0,0,SI,SI,0,0,SI
SALTA,Santa Victoria,0,--,--,--,0,--,--,--,SI,SI
SAN JUAN,0,Campo Afuera,--,--,0,--,--,--,0,--,0
SAN JUAN,25 de Mayo,El Encón,0,--,--,--,0,--,--,--,--
0,25 de Mayo,La Chimbera,0,0,--,--,0,0,--,0,--
0,25 de Mayo,Tupelí,--,0,--,--,--,0,--,SI,0
0,25 de Mayo,Villa Borjas,0,0,--,--,0,0,--,SI,--
SAN JUAN,0,Villa Borjas - La Chimbera,--,--,0,--,--,--,0,0,--
SAN JUAN,0,0,--,--,0,0,--,--,0,--,--
SAN JUAN,25 de Mayo,Villa Santa Rosa,0,0,--,--,0,SI,SI,SI,0
0,9 de Julio,9 de Julio,--,0,--,SI,SI,0,SI,SI,0
SAN JUAN,0,0,--,--,0,0,SI,SI,0,0,--
SAN JUAN,9 de Julio,0,--,--,--,0,--,--,--,0,--
0,9 de Julio,Las Chacritas,--,0,--,--,SI,0,--,SI,0
SAN JUAN,Albardón,El Rincón,0,--,SI,--,0,SI,SI,SI,0
0,Albardón,La Cañada,0,0,--,--,0,0,--,0,--
0,Albardón,Villa Ampacama,--,0,--,--,--,0,--,--,--
SAN JUAN,0,0,--,--,0,0,--,--,0,SI,0
SAN JUAN,0,Villa General San Martín - Campo Afuera,--,--,0,--,--,--,0,SI,0
0,Angaco,Las Tapias,--,0,--,--,--,0,SI,--,--
SAN JUAN,Angaco,Villa El Salvador,0,--,--,--,0,0,--,0,--
0,Calingasta,Barreal,--,0,--,--,SI,0,--,--,0
0,Calingasta,Barreal - Villa Pituil,0,0,SI,--,0,0,SI,SI,--
SAN JUAN,0,Calingasta,--,--,0,--,--,SI,0,0,SI
SAN JUAN,0,0,--,--,0,0,--,SI,0,0,--
SAN JUAN,Calingasta,0,--,--,--,0,--,--,--,--,0
SAN JUAN,0,San Juan,SI,SI,0,0,SI,SI,0,SI,0
SAN JUAN,Caucete,Barrio Justo P Castro IV,0,--,--,--,0,--,--,--,--
0,Caucete,Bermejo,--,0,--,--,--,0,SI,0,SI
SAN JUAN,0,0,SI,--,0,0,SI,SI,0,SI,0
SAN JUAN,Caucete,0,--,--,--,0,--,--,--,--,--
0,Caucete,Las Talas,0,0,--,--,0,0,--,0,--
0,Caucete,Las Talas - Los Médanos,--,0,--,--,--,0,--,--,--
SAN JUAN,0,0,--,--,0,0,--,--,0,--,0
SAN JUAN,0,Marayes,--,--,0,--,--,--,0,--,--
SAN JUAN,0,Pie de Palo,--,--,0,--,SI,--,0,--,--
SAN JUAN,Caucete,0,--,--,--,0,--,--,--,0,--
0,Caucete,Villa Independencia,--,0,--,--,0,0,--,SI,--
SALTA,Rosario de la Frontera,Rosario de la Frontera,0,SI,--,SI,0,SI,SI,SI,0
SALTA,Rosario de la Frontera,0,--,--,--,0,--,--,--,0,--
SALTA,0,0,SI,--,0,0,SI,SI,0,SI,SI
SALTA,Rosario de Lerma,0,--,--,--,0,SI,SI,--,SI,0
SALTA,0,0,SI,--,0,0,--,--,0,SI,SI
SALTA,Rosario de Lerma,Rosario de Lerma,0,SI,--,SI,0,SI,SI,0,SI
0,San Carlos,Angastaco,0,0,--,SI,0,0,--,SI,--
0,San Carlos,Animaná,--,0,--,--,SI,0,SI,SI,SI
0,San Carlos,El Barrial,0,0,--,--,0,--,--,--,0
SALTA,0,San Carlos,--,--,0,SI,SI,--,0,SI,SI
SALTA,Santa Victoria,0,--,--,--,0,--,--,0,0,--
0,Santa Victoria,Campo La Cruz,0,0,--,--,0,0,--,--,0
0,Santa Victoria,Los Toldos,--,0,--,SI,--,0,--,SI,0
SALTA,0,0,--,--,0,0,--,--,0,0,--
SALTA,Santa Victoria,0,--,--,--,0,--,--,--,0,--
0,Iguazú,Wanda,0,0,--,SI,0,0,SI,--,0
MISIONES,Leandro N Alem,Almafuerte,0,--,--,--,0,--,--,SI,--
MISIONES,Leandro N Alem,Arroyo del Medio,0,--,--,--,0,0,--,SI,--
0,Leandro N Alem,Caá - Yarí,--,0,--,--,--,0,--,0,--
MISIONES,Leandro N Alem,0,--,SI,0,0,SI,--,SI,SI,0
MISIONES,0,Dos Arroyos,--,--,0,SI,SI,--,0,--,0
0,Leandro N Alem,Gobernador López,--,0,--,--,SI,0,SI,0,--
0,Leandro N Alem,Leandro N Alem,0,0,--,SI,0,0,SI,--,--
MISIONES,Leandro N Alem,Olegario V Andrade,0,--,--,--,0,--,--,SI,0
0,Leandro N Alem,Villa Libertad (Municipio Caá Yarí),--,0,--,--,--,0,--,--,0
MISIONES,Leandro N Alem,0,--,SI,--,0,--,--,--,0,--
MISIONES,0,Capioví,SI,SI,0,0,SI,SI,0,SI,SI
MISIONES,0,Capioviciño,--,--,0,--,--,--,0,--,--
MISIONES,0,0,--,--,0,0,SI,SI,0,--,0
0,Libertador Grl San Martín,Garuhapé,SI,0,--,--,SI,0,SI,0,SI
0,Libertador Grl San Martín,Mbopicuá,0,0,--,--,0,0,--,0,--
MENDOZA,0,0,--,SI,--,0,SI,SI,SI,SI,0
MENDOZA,0,Jaime Prats,--,--,0,--,--,--,0,SI,--
0,San Rafael,La Llave Nueva,--,0,--,--,0,0,SI,0,--
MENDOZA,San Rafael,Las Malvinas,0,--,--,--,0,--,SI,SI,--
MENDOZA,0,Los Reyunos,--,--,0,--,SI,--,0,--,0
MENDOZA,San Rafael,0,--,--,--,0,SI,SI,SI,SI,--
MENDOZA,0,0,--,--,0,0,SI,SI,0,--,--
MENDOZA,0,Punta del Agua,--,--,0,SI,--,--,0,0,--
0,San Rafael,Rama Caída,0,0,--,--,0,0,SI,SI,--
0,San Rafael,Real del Padre,--,0,--,--,SI,0,SI,SI,0
MENDOZA,0,Salto de Las Rosas,--,--,0,--,SI,SI,0,0,--
MENDOZA,San Rafael,0,SI,SI,SI,0,SI,SI,SI,0,--
MENDOZA,0,Villa Atuel,--,--,0,--,SI,SI,0,SI,--
MENDOZA,San Martín,0,--,--,--,0,SI,SI,--,SI,0
0,San Martín,San Martín,0,0,--,SI,SI,0,--,SI,SI
MENDOZA,San Martín,Tres Porteñas,0,--,--,SI,0,SI,SI,0,--
0,San Rafael,25 de Mayo,0,0,SI,--,0,0,SI,SI,0
0,San Rafael,Barrio Campos El Toledano,--,0,--,--,SI,0,--,--,--
MENDOZA,0,0,--,--,0,0,SI,SI,0,0,--
MENDOZA,0,Barrio El Nevado,--,--,0,--,--,--,0,--,--
0,San Rafael,Barrio Empleados de Comercio,--,0,--,--,--,0,--,--,0
MENDOZA,San Rafael,Barrio Intendencia,0,0,--,--,0,SI,--,--,0
MENDOZA,San Rafael,0,--,--,--,0,--,--,--,0,--
MENDOZA,0,0,--,--,0,--,--,--,0,0,--
MENDOZA,San Rafael,Capitán Montoya,0,--,--,--,0,SI,--,SI,--
0,San Rafael,Cuadro Benegas,SI,0,SI,SI,--,0,SI,SI,0
0,San Rafael,Cuadro Nacional,--,0,--,--,SI,0,--,0,--
0,San Rafael,El Nihuil,0,0,--,--,0,0,SI,0,--
MENDOZA,0,El Sosneado,--,--,0,--,--,--,0,--,0
MENDOZA,0,0,--,--,0,0,--,--,0,--,0
MENDOZA,Tupungato,La Arboleda,0,--,--,--,0,0,--,SI,--
0,Tupungato,San José,--,0,--,SI,SI,0,--,0,--
0,Tupungato,Tupungato,0,0,--,SI,0,0,SI,SI,0
MENDOZA,Tupungato,Villa Bastias,0,--,--,--,0,--,--,--,0
MISIONES,0,0,--,--,0,0,SI,--,0,0,SI
MISIONES,25 de Mayo,0,--,--,--,0,SI,--,SI,0,--
MISIONES,0,0,--,--,0,0,--,--,--,SI,0
MISIONES,0,Colonia Alicia,--,--,0,--,SI,--,0,SI,--
MISIONES,25 de Mayo,Colonia Aurora,0,--,--,--,0,--,SI,0,SI
0,25 de Mayo,San Francisco de Asís,--,0,--,SI,--,0,--,0,--
MISIONES,0,Santa Rita,--,--,0,SI,SI,--,0,SI,SI
MISIONES,0,0,SI,SI,0,0,SI,SI,0,SI,0
MISIONES,Apóstoles,Azara,0,SI,--,--,0,SI,SI,SI,SI
