Provincia,Partido,,Poblacion,ADSL,CABLEMODEM,,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,,Latitud,Longitud
CORDOBA,Río Cuarto,Las Acequias,,SI,--,--,,--,--,SI,SI,,14098150,"-33,2822486969948",
CABA,,BELGRANO,126831,SI,,SI,SI,SI,,,SI,SI,2000010,,"-58,4502890947349"
CHUBUT,Languiñeo,,262,--,--,,--,SI,SI,,--,--,,,"-69,9302181856069"
CHUBUT,,,472,--,,,--,SI,,SI,,,26056040,"-42,7371109950872",
CHUBUT,,Tecka,1237,--,,--,--,SI,,SI,,--,26056050,"-43,4935820815258",
,Mártires,El Mirasol,,,--,--,,,--,--,--,--,,"-43,2852932712541","-67,7603113819649"
,Mártires,Las Plumas,480,,--,--,--,,--,,--,--,26063020,,"-67,2869956666141"
CHUBUT,,Cerro Cóndor,67,--,,--,--,SI,,SI,,,26070010,"-43,4233198653988",
CHUBUT,Paso de Indios,,230,--,--,,--,SI,SI,SI,--,,26070020,"-43,8711929981581","-68,4301168776514"
CHUBUT,Paso de Indios,,1264,--,--,,--,SI,--,,--,SI,26070030,,"-69,0448870902309"
CHUBUT,,,76,--,,,--,--,,--,--,--,,"-43,3821208618862","-65,0449325683674"
BUENOS AIRES,Bragado,Bragado,,SI,SI,SI,,--,SI,SI,,SI,6112010,"-35,118942299763",
,Bragado,Comodoro Py,,,--,--,,,SI,--,,,6112020,"-35,3233100374631",
,Bragado,General O'Brien,2488,,--,--,SI,,SI,,SI,SI,,,"-60,7597838238054"
,Bragado,Irala,,,SI,--,,--,SI,,--,SI,6112040,,"-60,6916912010278"
BUENOS AIRES,,La Limpia,38,--,,--,--,--,,--,--,,6112050,"-35,0797272650156",
BUENOS AIRES,Bragado,,4,--,--,,--,--,,--,,--,6112060,"-35,0615246745825",
,Bragado,Mechita (Est. Mecha),,,SI,--,,,SI,,--,--,,,"-60,4084937925362"
,Bragado,Olascoaga,127,,--,--,--,,SI,--,--,--,,"-35,2375277927366","-60,6115341696178"
BUENOS AIRES,,,437,SI,,,--,--,,--,,,6112090,"-34,9098734445057",
BUENOS AIRES,Brandsen,,215,--,--,,--,--,--,SI,--,,6119010,"-35,3615828022139","-58,1504868159157"
,Brandsen,Barrio El Mirador,,,--,--,,,--,,SI,SI,,,"-58,0484420796345"
BUENOS AIRES,Brandsen,Barrio Las Golondrinas,,--,--,--,,--,--,--,SI,SI,,"-35,0335777783556","-58,1935382681817"
BUENOS AIRES,Brandsen,Barrio Los Bosquecitos,,--,--,--,,,--,--,--,,6119030,"-35,1050389949725","-58,1835007859607"
,Brandsen,Barrio Parque Las Acacias,229,,--,--,--,,--,--,,--,6119040,"-35,1030329461442",
BUENOS AIRES,Brandsen,,234,--,,,--,--,--,--,SI,SI,,"-35,1149772603157","-58,0953896541907"
BUENOS AIRES,,Club de Campo Las Malvinas,4,--,,--,--,--,,,--,--,,,"-58,2433030920635"
,Paraná,Pueblo Moreno,0,,--,--,--,,--,--,,--,30084070,"-31,5884913847857",
,General Roca,Barrio Unión,,,--,--,,,SI,--,--,,62042350,"-38,979186876102","-67,941976373184"
,Brandsen,Coronel Brandsen,19877,,SI,--,SI,,SI,SI,SI,SI,,"-35,1690983002919","-58,2373529446643"
BUENOS AIRES,Brandsen,Gómez,,--,--,--,,--,--,,--,SI,6119060,,"-58,1656899882306"
BUENOS AIRES,,Jeppener,2496,SI,,--,SI,--,,SI,SI,,6119070,"-35,2802043920968","-58,1996649431989"
BUENOS AIRES,,,183,--,--,,--,--,--,SI,,,6119080,"-35,1842584334678",
BUENOS AIRES,Brandsen,,15,--,--,,--,--,--,,SI,SI,,,"-58,0504528667351"
BUENOS AIRES,,,6,--,,,--,--,,--,--,--,,"-35,2206242719966","-58,2805297949826"
BUENOS AIRES,Campana,Alto Los Cardales,,--,--,--,,--,SI,--,,SI,6126010,"-34,3160243688815",
,Campana,Barrio Los Pioneros,,,--,--,,,SI,--,SI,,6126020,"-34,2530406367633","-58,9584400368589"
BUENOS AIRES,,Campana,86860,SI,,,SI,SI,,,SI,SI,,,"-58,9588741035355"
BUENOS AIRES,Campana,,1621,--,--,,--,--,SI,,SI,SI,6126035,,"-58,921199044246"
,Campana,Lomas del Río Luján (Est. Río Luján),,--,SI,--,,--,--,--,,,6126040,"-34,2816770641806",
,General Rodríguez,General Rodríguez,85315,,SI,SI,SI,,SI,SI,,SI,6364030,"-34,6079239021063",
BUENOS AIRES,General San Martín,,421,--,--,,SI,--,SI,,--,SI,,,"-58,5843112459936"
BUENOS AIRES,,Billinghurst,19664,SI,,--,SI,--,,,SI,SI,6371010,,"-58,5745828938046"
BUENOS AIRES,,,29180,SI,,,SI,SI,,SI,,SI,6371010,"-34,5796986848297",
BUENOS AIRES,General San Martín,,63479,--,SI,,--,--,--,SI,SI,,6371010,"-34,5416520781805","-58,5959093634496"
,General San Martín,Va Ma Irene De Los Remedios De Escalada,,,SI,--,,,--,,SI,SI,6371010,,"-58,5922548425316"
BUENOS AIRES,General San Martín,Villa Ayacucho,,--,SI,--,,--,--,,SI,SI,,,"-58,5530430923958"
BUENOS AIRES,General San Martín,,36272,SI,SI,,SI,--,SI,SI,SI,,6371010,"-34,5422846822324","-58,5583177179822"
BUENOS AIRES,,Villa Bernardo Monteagudo,8519,--,,--,SI,--,,--,,SI,6371010,"-34,5905899097986",
BUENOS AIRES,,Villa Chacabuco,5179,--,,--,SI,--,,,SI,SI,,,"-58,523036970803"
BUENOS AIRES,General San Martín,,22369,--,SI,,SI,--,--,,SI,SI,6371010,,"-58,5772769308184"
,General San Martín,Villa General Antonio J. De Sucre,6311,,SI,--,SI,,--,--,,,6371010,"-34,5470506011052",
,General San Martín,Villa General Eugenio Necochea,,,SI,--,,--,--,--,,SI,6371010,"-34,51253320696",
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,,--,SI,--,,--,--,,SI,SI,6371010,,"-58,5669976603922"
,General San Martín,Villa General Juan G. Las Heras,,,SI,--,,,--,,SI,SI,,,"-58,5553936643491"
BUENOS AIRES,General San Martín,,6116,--,SI,,SI,--,--,--,,SI,6371010,"-34,5433989252454",
BUENOS AIRES,,,21113,--,,,SI,--,,--,SI,,6371010,"-34,5507646909435","-58,5284854572959"
,General San Martín,Villa Gregoria Matorras,,,SI,--,,,--,--,SI,SI,,"-34,5383846467918","-58,5491721010066"
BUENOS AIRES,General San Martín,Villa José León Suarez,,SI,SI,--,,--,SI,,SI,SI,,,"-58,5802550661988"
BUENOS AIRES,,,1738,--,,,SI,--,SI,--,SI,,6532010,"-34,652429281715","-59,3523186300108"
BUENOS AIRES,,Jorge Born,191,--,,--,--,--,,--,,,6532030,"-34,69896",
BUENOS AIRES,Mercedes,Mercedes,,SI,SI,SI,,,SI,SI,SI,SI,,"-34,6521715354886","-59,4295981722689"
,Mercedes,Tomás Jofré,0,,--,--,--,,--,,--,--,6532020,,"-59,3194428313109"
,Merlo,Libertad,,,SI,SI,,,SI,SI,,,6539010,"-34,7085422423529",
BUENOS AIRES,Merlo,Mariano Acosta,,SI,SI,--,,--,SI,SI,SI,,6539010,"-34,7154808073462","-58,7976740413845"
BUENOS AIRES,,,274130,SI,,,SI,--,,,SI,SI,,,"-58,7436432079669"
BUENOS AIRES,Merlo,,37628,SI,SI,,SI,--,SI,SI,SI,SI,,"-34,7467959489481","-58,7060431536772"
BUENOS AIRES,Merlo,San Antonio De Padua,,SI,SI,SI,,--,SI,SI,SI,,6539010,"-34,6698581359268",
,Monte,Abbott,603,,--,--,SI,,SI,SI,,SI,6547010,"-35,2825062106661",
,Monte,San Miguel del Monte (Est. Monte),17005,,SI,SI,SI,,SI,SI,SI,SI,,"-35,4391643240479","-58,8094598355672"
,Monte,Zenón Videla Dorna,,,--,--,,,--,,--,SI,,,"-58,8855911917932"
BUENOS AIRES,,Balneario Sauce Grande,118,SI,,--,SI,--,,SI,SI,,6553010,"-38,995357691335","-61,2152015930805"
BUENOS AIRES,,,6351,SI,,,SI,--,,SI,,,6553020,"-38,9815065384254",
BUENOS AIRES,Moreno,,45231,--,SI,,SI,--,SI,,SI,SI,6560010,,"-58,8163010886698"
BUENOS AIRES,,,27954,SI,,SI,SI,--,,SI,SI,SI,,"-34,6073137077479","-58,859942785434"
BUENOS AIRES,Tigre,Don Torcuato Este,,SI,SI,SI,,--,SI,SI,,,6805010,"-34,4869370480479",
,Tigre,Don Torcuato Oeste,42873,,--,--,--,,SI,--,SI,,6805010,"-34,5035354582885","-58,6275286549289"
BUENOS AIRES,,,54374,SI,,,SI,SI,,SI,SI,SI,,"-34,4713213368481","-58,6570301927479"
BUENOS AIRES,Tigre,,54208,SI,SI,,SI,SI,SI,,SI,SI,6805010,,"-58,6448936162046"
,Tigre,Los Troncos Del Talar,,,SI,--,,,--,SI,SI,,6805010,"-34,4425672031974","-58,6174364127772"
,Tigre,Nordelta,0,,SI,--,SI,,--,SI,,SI,6805010,"-34,4065916",
RIO NEGRO,,,243,--,,,SI,--,,,--,--,,,"-70,1708632216436"
RIO NEGRO,,Ñorquincó,565,--,,--,--,SI,,,--,--,62056030,,"-70,8943932149944"
RIO NEGRO,,Ojos de Agua,69,--,,--,--,--,,SI,,--,62056040,"-41,534892227381",
BUENOS AIRES,Tigre,,24410,SI,SI,,SI,--,--,SI,,,6805010,"-34,4563339674448",
,Tigre,Rincón de Milberg,,,SI,--,SI,,SI,,SI,SI,6805010,,"-58,6304827023614"
BUENOS AIRES,Tigre,Tigre,,SI,SI,--,,SI,SI,,SI,SI,,,"-58,5779717541318"
BUENOS AIRES,Tordillo,,1302,SI,SI,,--,--,SI,SI,SI,,6812010,"-36,5208587437818","-57,3249371025508"
BUENOS AIRES,,,0,--,,,--,--,,--,,,6812010,"-36,4735206430311",
BUENOS AIRES,,,203,--,,,--,--,,,--,--,6819010,,"-62,6424099899733"
BUENOS AIRES,,Saldungaray,1351,SI,,--,--,--,,SI,SI,SI,,,"-61,7678925154653"
,Tornquist,Sierra de la Ventana,,,SI,--,,,--,SI,,SI,6819030,"-38,1366716139365",
,Ñorquincó,Río Chico (Est. Cerro Mesa),282,,--,--,--,,--,SI,,,62056050,"-41,7167227835394",
,Pichi Mahuida,Barrio Esperanza,67,,--,--,,,--,,--,--,,,"-63,9985907357656"
BUENOS AIRES,Cañuelas,Alejandro Petión,,SI,SI,SI,,--,SI,,SI,SI,6134010,,"-58,6749430768989"
BUENOS AIRES,,Barrio Belgrano-Máximo Paz,7165,--,,--,--,--,,--,SI,,6134030,"-34,9364563092157","-58,6143957995956"
BUENOS AIRES,Cañuelas,,155,--,--,,--,--,SI,--,,SI,6134020,"-35,0742486164225",
BUENOS AIRES,Cañuelas,Cañuelas,,SI,SI,SI,,SI,SI,,SI,SI,,,"-58,7583856965375"
,Cañuelas,Gobernador Udaondo,,,--,--,,,SI,--,--,SI,,"-35,3003271130454","-58,5943053657455"
BUENOS AIRES,,Máximo Paz,7165,--,,--,SI,--,,--,,,6134050,"-34,9364563092157",
BUENOS AIRES,,,5297,--,,,--,SI,,--,SI,,6134060,"-34,9611839371811","-58,7308918275978"
,Cañuelas,Uribelarrea,1282,,--,--,SI,,SI,,SI,SI,6134070,,"-58,8904871463421"
,Cañuelas,Vicente Casares,,,--,SI,,,SI,SI,SI,SI,,"-34,9653526702416","-58,6504979594296"
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,,SI,SI,--,,--,SI,SI,SI,,6140010,"-34,1723674255219","-59,789349139091"
,Capitán Sarmiento,La Luisa,230,,--,--,--,,SI,--,,,6140020,"-34,1285572110784",
BUENOS AIRES,Carlos Casares,,542,--,--,,--,--,--,SI,--,--,,"-35,9189705554631","-61,5312630222769"
BUENOS AIRES,,Villa Juan Martín De Pueyrredon,18082,--,,,SI,--,,,SI,SI,,,"-58,5750972559389"
,General San Martín,Villa Libertad,,,SI,--,,,--,--,,SI,6371010,"-34,5846960052521",
BUENOS AIRES,General San Martín,Villa Lynch,,SI,SI,--,,--,--,SI,,,6371010,"-34,590146441043",
BUENOS AIRES,General San Martín,Villa Maipu,,SI,SI,--,,,SI,,SI,SI,,,"-58,5245451491949"
,General San Martín,Villa Marqués Alejandro María De Aguado,13440,,SI,--,SI,,--,--,SI,SI,,"-34,5551356608044","-58,5383771255925"
BUENOS AIRES,,,3762,--,,,SI,--,--,--,,,6371010,"-34,5939487574993",
BUENOS AIRES,,Villa Parque San Lorenzo,4567,--,,--,SI,--,,--,SI,,6371010,"-34,5618730613851","-58,5336624494541"
BUENOS AIRES,,,10018,SI,,,SI,--,,SI,SI,SI,,"-34,5659932905453","-58,5448069225448"
BUENOS AIRES,General San Martín,,3654,--,SI,,SI,--,--,,SI,SI,6371010,,"-58,5491073994839"
,General Viamonte,Baigorrita,,,--,--,,,SI,SI,--,,6385010,"-34,7472686783062","-60,9889526585307"
BUENOS AIRES,General Viamonte,La Delfina,,--,--,--,,--,--,--,,,6385020,"-34,9420471191406",
BUENOS AIRES,Moreno,,39685,SI,SI,,SI,SI,SI,,SI,SI,6560010,,"-58,8380252692761"
BUENOS AIRES,,,177572,SI,,,SI,SI,,SI,SI,SI,,"-34,637632238148","-58,7921362740593"
,Moreno,Paso Del Rey,49553,,SI,--,SI,,SI,SI,,SI,6560010,"-34,6353876829627",
,Moreno,Trujui,,,SI,SI,,--,SI,SI,SI,,6560010,"-34,5941439978594","-58,7557346559769"
BUENOS AIRES,,Castelar,107962,SI,,--,SI,--,,,SI,SI,6568010,,"-58,6456427123911"
BUENOS AIRES,Morón,,59312,SI,SI,,SI,SI,,,SI,SI,,,"-58,601533043415"
BUENOS AIRES,Tornquist,,6473,SI,SI,,SI,SI,--,SI,,,6819040,"-38,0989983131157",
BUENOS AIRES,,,82,--,,,--,--,,--,,SI,6819050,"-38,2867749310339",
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,,--,SI,--,,--,--,--,--,--,,,"-62,0782618310425"
,Tornquist,Villa Ventana,,,--,--,,,--,,--,SI,6819070,,"-61,9311383483155"
BUENOS AIRES,,30 de Agosto,4777,--,,--,SI,--,,SI,,,6826040,"-36,2779720057322",
BUENOS AIRES,Trenque Lauquen,,1098,--,--,,SI,--,--,SI,SI,,6826010,"-35,8580311359835","-62,5126328995628"
BUENOS AIRES,,,161,SI,,,--,--,,,--,--,,,"-62,3569660936558"
BUENOS AIRES,Trenque Lauquen,,45,--,--,,--,--,SI,,--,--,6826030,,"-62,2386894226074"
,Trenque Lauquen,Trenque Lauquen,,,SI,SI,,,SI,SI,,,6826050,"-35,9746951559846","-62,7323099655579"
BUENOS AIRES,Trenque Lauquen,Trongé,,--,--,--,,--,SI,--,,--,6826060,"-36,4603092402658",
,Tres Arroyos,Balneario Orense,,--,--,--,,--,--,,SI,SI,6833010,,"-59,7382989446997"
,San Antonio,Los Alisos,61,,--,--,--,,--,--,--,--,,"-24,2839395993959","-65,2818272273441"
CABA,COMUNA 01,,39914,SI,SI,,SI,SI,SI,SI,,SI,2000010,"-34,6126880821742",
CORDOBA,,La Cumbrecita,549,--,,--,--,--,,--,,,14007080,"-31,8969643877578",
,Calamuchita,Las Bajadas,141,,--,--,--,,SI,--,--,SI,,"-32,0954063583092","-64,3310535546374"
,Calamuchita,Las Caleras,,,--,--,,,SI,,--,--,14007100,,"-64,5185923418535"
CORDOBA,Calamuchita,,2879,SI,--,,--,SI,SI,SI,SI,,14007110,"-32,3211277679392","-64,2810080327514"
CORDOBA,,,260,--,,,--,--,,--,,--,14007120,"-31,8568223164309",
CORDOBA,Calamuchita,Los Reartes,,SI,--,--,,SI,SI,SI,SI,SI,,"-31,919856077953","-64,5755037073336"
,COMUNA 06,CABALLITO,,,SI,SI,,,SI,,SI,SI,,,"-58,443603110353"
,Río Primero,La Puerta,2185,,--,--,SI,,SI,SI,,,14105130,"-30,8926051154777",
CORDOBA,Río Primero,La Quinta,,--,--,--,,--,SI,--,--,,14105140,"-31,0622588456023","-63,1501281830965"
CORDOBA,,Las Gramillas,109,--,,--,--,--,,,--,SI,14105150,,"-63,2418444621471"
CORDOBA,,,134,--,--,,--,--,--,SI,--,--,,"-30,7594681012857","-63,2035027286926"
,Río Primero,Maquinista Gallini,,,--,--,,,--,--,,,14105170,"-30,9074419738178",
,Río Primero,Monte del Rosario,114,,--,--,--,,--,--,,--,14105180,"-30,9826026339688",
CORDOBA,Río Primero,Montecristo,,SI,--,--,,,SI,,SI,SI,14105190,,"-63,9457735584091"
,Río Primero,Obispo Trejo,2420,,--,--,--,,--,--,SI,SI,,"-30,7811924488335","-63,4130494343907"
CABA,COMUNA 10,,32502,SI,,,SI,SI,SI,SI,,SI,2000010,"-34,6364127783977",
CORDOBA,,Sinsacate,1317,SI,,--,SI,--,,SI,,,14168110,"-30,9428574787407",
CORDOBA,,,8211,SI,,,SI,--,,,SI,SI,,,"-64,0682991778579"
CORDOBA,Tulumba,,0,--,--,,--,--,--,,--,--,14175060,,"-63,931111"
,Tulumba,Churqui Cañada,,,--,--,,,--,--,,,14175020,"-30,1681571983317",
CORDOBA,Tulumba,El Rodeo,,--,--,--,,--,--,--,,--,14175030,"-30,176079345889",
CORDOBA,Tulumba,,79,--,--,,--,--,--,,--,--,,,"-64,5298988550679"
CORDOBA,,,1104,SI,,--,--,--,,SI,SI,SI,,"-30,3812826841011","-63,5966635615372"
,COMUNA 14,PALERMO,225970,,SI,SI,SI,,SI,SI,,,2000010,"-34,5738999836423",
ENTRE RIOS,Diamante,Aldea Valle María,,,--,--,,--,SI,SI,--,,30021060,"-31,9922440087904","-60,5878502274446"
ENTRE RIOS,,Colonia Ensayo,255,--,,--,--,--,,,--,--,,,"-60,5752901869571"
ENTRE RIOS,Diamante,,0,--,--,,--,--,,--,--,--,,"-32,1382752741","-60,4330334152"
ENTRE RIOS,Diamante,,19142,SI,SI,,--,--,SI,SI,SI,,30021080,"-32,0671549441222","-60,6377365188118"
ENTRE RIOS,,,171,--,,,--,--,,SI,,--,30021090,"-32,1133207438253",
ENTRE RIOS,Diamante,Estacion Puiggari,,--,--,--,,--,--,--,--,--,,"-32,0602299925107","-60,4435729044204"
,Diamante,General Alvear,,,--,--,,,SI,,--,SI,,,"-60,6779497259324"
ENTRE RIOS,,General Racedo,514,--,,--,--,--,,SI,,SI,30021110,"-31,9840164487261",
FORMOSA,Formosa,,222218,SI,SI,,SI,SI,SI,SI,SI,,34014020,"-26,1828223055764","-58,1733930549121"
FORMOSA,,,916,--,,,--,--,,,--,SI,,,"-58,8859915019649"
FORMOSA,,Mariano Boedo,373,--,,--,--,--,,--,--,--,,"-26,1106357408727","-58,4884270518243"
,Formosa,Mojón de Fierro,,,--,--,,,SI,--,,SI,34014050,"-26,0345119719636",
,Formosa,San Hilario,583,,--,--,--,,SI,--,--,,34014060,"-26,0248676792093","-58,6500726228772"
,Formosa,Villa del Carmen,,,--,--,,,SI,--,SI,SI,,"-26,2522590977589","-58,252552869015"
FORMOSA,Formosa,Villa Trinidad,,--,--,--,,--,--,,--,--,,,"-58,1733930549121"
FORMOSA,,Banco Payaguá,374,--,,--,--,--,,--,--,,34021010,"-26,7071297025561","-58,3390745827256"
FORMOSA,Laishi,,2802,SI,--,,--,SI,SI,SI,,,34021020,"-26,654180225538",
FORMOSA,Laishi,Herradura,,--,--,--,,--,SI,,--,SI,34021030,,"-58,3122424597995"
,Laishi,San Francisco de Laishi,,,--,--,,,SI,SI,SI,SI,,,"-58,6300642415106"
FORMOSA,,Tatané,1056,--,,--,--,--,,--,,SI,34021050,"-26,3987186827879",
FORMOSA,,,1290,--,,,--,--,,--,,,34021060,"-26,6211844819298",
,Quemú Quemú,Quemú Quemú,3714,,--,SI,SI,,SI,,SI,SI,42119040,,"-63,5632432919433"
,Quemú Quemú,Relmo,,,--,--,,,--,,SI,--,,,"-63,4481302030919"
LA PAMPA,Quemú Quemú,Villa Mirasol,,--,--,--,,--,SI,SI,,,42119060,"-36,0757513459043",
,Rancul,Caleufú,2014,,SI,--,SI,,--,SI,,SI,42126010,"-35,5928646334622",
LA PAMPA,Rancul,,52,--,--,,--,--,--,--,--,--,,"-35,7014889174834","-65,1025535202338"
LA PAMPA,,,1168,--,,,--,SI,,,--,--,42126030,,"-64,940569826581"
,Rancul,Parera,,,--,--,,,SI,SI,,,42126040,"-35,1462930750947",
LA PAMPA,Rancul,Pichi Huinca,,--,--,--,,--,--,SI,--,,42126050,"-35,6473423932767","-64,7695280662632"
,Rancul,Quetrequén,392,,--,--,SI,,SI,SI,--,--,,"-35,0548439319726","-64,5213693396743"
,Rancul,Rancul,,,--,--,,,SI,,--,SI,42126070,,"-64,683114985952"
LA PAMPA,,Adolfo Van Praet,279,--,,--,--,SI,,SI,,,42133010,"-35,0179130302315",
LA PAMPA,,,1350,--,,,--,SI,,SI,,--,42133020,"-35,3338595551664",
LA PAMPA,Realicó,,300,--,--,,SI,--,SI,,--,--,42133030,,"-64,3847126106129"
MENDOZA,,,4939,--,,,--,SI,,,SI,SI,,,"-67,5161818289008"
MENDOZA,General Alvear,Carmensa,,--,--,--,,--,SI,SI,,SI,50014020,"-35,1449057898791",
,General Alvear,General Alvear,29909,,SI,SI,SI,,SI,SI,SI,,50014030,"-34,9804694766564",
MENDOZA,,,439,--,,,--,--,,--,SI,SI,,"-34,9792604557582","-67,6590893207424"
MENDOZA,Godoy Cruz,,0,--,--,,SI,--,--,,SI,SI,,,"-68,8651880637399"
,Godoy Cruz,Godoy Cruz,,,SI,SI,,,SI,SI,SI,,50021010,"-32,9215283150576","-68,8549231831208"
,Godoy Cruz,LAS TORTUGAS,0,,--,--,SI,,--,--,,,50021010,"-32,9453107154249",
MENDOZA,,,0,--,,,--,--,,--,--,--,,"-32,9171352448748","-68,9190971058586"
MENDOZA,,SAN FRANCISCO DEL MONTE,0,--,,--,SI,--,,,SI,SI,,,"-68,8333388830804"
MENDOZA,,Villa Hipodromo,0,--,,--,SI,--,,--,,SI,50021010,"-32,9085519196216",
MENDOZA,Godoy Cruz,,0,--,--,,--,--,--,--,SI,,50021010,"-32,9368994348648","-68,8625261619583"
,Grl. José de San Martín,Pacará,,,--,--,,,--,,--,--,,,"-63,43543212618"
MENDOZA,Malargüe,Malargüe,,--,SI,--,,SI,SI,SI,SI,SI,,"-35,4770107120892","-69,5886491865783"
MENDOZA,Rivadavia,,216,--,--,,--,--,SI,--,--,,50084010,"-33,1624680014146","-68,506066911759"
MENDOZA,,,267,--,,,--,--,,--,,SI,50084020,"-33,2692489302548",
MENDOZA,,Barrio Rivadavia,408,--,,--,--,--,,--,--,--,,"-33,2304643070476","-68,4837256054182"
MENDOZA,Rivadavia,,0,--,--,,--,--,--,,SI,--,,,"-68,4657441362603"
,Rivadavia,El Mirador,783,,--,--,SI,,SI,--,--,,50084040,"-33,2906467543213","-68,3475556585345"
,Rivadavia,La Central,,--,--,--,,--,SI,--,,SI,50084050,"-33,2736424903477",
MENDOZA,Rivadavia,La Esperanza,,--,--,--,,--,SI,,--,--,,,"-68,3343426790403"
,Rivadavia,La Florida,,,--,--,,,SI,--,--,--,,"-33,2827922646265","-68,4657172961175"
MENDOZA,Rivadavia,,582,--,--,,--,--,SI,--,,,50084080,"-33,2163869013321",
MENDOZA,,,362,--,,,--,--,,--,--,,50084090,"-33,1813162523339","-68,5759160345244"
,Rivadavia,Los Campamentos,1062,,--,--,,,SI,,--,SI,,,"-68,4008493516637"
MENDOZA,Rivadavia,Medrano,,--,--,SI,,--,SI,,SI,SI,50084110,,"-68,6219271508795"
MENDOZA,,,295,--,--,,--,--,SI,--,SI,,50084120,"-33,1753415989261",
MENDOZA,,Reducción de Abajo,490,--,,--,--,--,,SI,,--,50084130,"-33,2063088772501",
MENDOZA,Rivadavia,Rivadavia,,SI,--,SI,,SI,SI,,SI,SI,,,"-68,4736188877526"
,Rivadavia,Santa María de Oro,609,,--,--,--,,SI,,--,--,50084150,,"-68,4335589109359"
,General Manuel Belgrano,Bernardo de Irigoyen,,,--,--,,,--,SI,,SI,54049020,"-26,2546761021204",
MISIONES,General Manuel Belgrano,Caburei,,--,--,--,,--,--,--,,,54049025,"-25,6820367479588",
MISIONES,,,1956,--,,,--,--,,,--,SI,54049030,,"-53,7575832277415"
MISIONES,General Manuel Belgrano,,191,--,--,,--,--,--,SI,--,--,,"-25,7724726219691","-53,8522974773477"
MISIONES,General Manuel Belgrano,Piñalito Norte,,--,--,--,,--,--,--,--,,54049043,"-25,926985370994","-53,9254399080528"
,General Manuel Belgrano,Puerto Andresito,219,,--,--,--,,--,--,,,54049045,"-25,5880676406692",
MISIONES,General Manuel Belgrano,Puerto Deseado,,--,--,--,,--,--,,--,--,54049047,,"-54,038267293845"
,General Manuel Belgrano,San Antonio,,,--,--,,,--,,SI,SI,,,"-53,7339959536295"
MISIONES,Guaraní,,5065,--,--,,--,SI,SI,SI,,SI,54056010,"-27,2908601020425",
MISIONES,,,471,--,,,--,--,,--,SI,,54056020,"-26,740151400562","-54,3000439575816"
MISIONES,,San Vicente,21068,--,,--,SI,--,,,SI,SI,,"-26,9953791755128","-54,4834965149084"
MISIONES,,,15204,SI,,,SI,--,SI,,SI,SI,54063010,,"-54,6125092333468"
,Iguazú,Libertad,5765,,--,--,--,,--,SI,,,54063020,"-25,9216713372731",
MISIONES,Iguazú,Puerto Iguazú,,SI,SI,--,,,--,SI,,SI,54063030,"-25,6010431152667",
MISIONES,,,55,--,,,--,--,,,--,--,,,"-54,5384663539082"
NEUQUEN,,San Martín de los Andes,27956,SI,,--,SI,SI,,SI,SI,SI,,"-40,1537600653137","-71,3550098619322"
,Lácar,Villa Lago Meliquina,,,--,--,,,SI,SI,,SI,58056020,"-40,3816875508143",
NEUQUEN,Loncopué,Chorriaca,,--,--,--,,SI,SI,--,--,,58063010,"-37,929624048638","-70,0562158162232"
NEUQUEN,,,4877,--,,,--,SI,,,--,SI,,,"-70,6124039046889"
NEUQUEN,Los Lagos,,11063,SI,--,,SI,SI,SI,SI,SI,SI,,"-40,7631760692681","-71,6451967512926"
NEUQUEN,Los Lagos,,356,--,--,,--,SI,,SI,--,,58070020,"-40,6515336234792","-71,4069733427812"
NEUQUEN,,Andacollo,2481,SI,,SI,SI,SI,,SI,,,58077010,"-37,1814100578481",
NEUQUEN,Minas,Huinganco,,,--,SI,,SI,SI,SI,--,--,,"-37,162253742004","-70,6240350766311"
,Minas,Las Ovejas,1128,,--,--,--,,SI,,--,--,58077030,,"-70,7487001311443"
NEUQUEN,,Los Miches,201,--,,--,--,--,,--,,--,58077040,"-37,2079272879054",
NEUQUEN,,,334,--,,,--,--,,--,,,58077050,"-36,7475538529054",
NEUQUEN,Minas,,445,--,--,,--,--,SI,,--,SI,,,"-70,6784177984494"
NEUQUEN,,,197,--,,,--,--,,--,--,--,,"-37,1209838887878","-70,7687465935033"
RIO NEGRO,Bariloche,San Carlos de Bariloche,,SI,SI,SI,,SI,SI,SI,,,62021060,"-41,1369282850916",
,Bariloche,Villa Campanario,,,--,--,,,--,--,SI,,62021030,"-41,0649702714092","-71,4726736795373"
,Bariloche,Villa Catedral,88,,--,--,--,,--,SI,SI,SI,,"-41,1666351264313","-71,4375745404969"
RIO NEGRO,Bariloche,Villa Llao Llao,,,--,--,,--,--,,SI,SI,62021030,,"-71,5396513534561"
RIO NEGRO,,Villa Los Coihues,1919,--,,--,--,SI,,--,SI,,62021100,"-41,1575793746786","-71,4131558610974"
RIO NEGRO,Bariloche,,59,--,--,,SI,--,,--,,,62021110,"-41,3495536441427",
,Conesa,Barrio Colonia Conesa,,,--,--,,,--,,--,--,62028010,,"-64,3297427915782"
,Conesa,Barrio Planta Compresora de Gas,20,,--,--,--,,--,--,--,--,,"-40,0564744924401","-64,4726087632632"
