Provincia,Partido,,Poblacion,ADSL,CABLEMODEM,,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,,Latitud,Longitud
,Rojas,Villa Manuel Pomar,52,,--,--,--,,--,,--,--,,,"-60,9379380238883"
BUENOS AIRES,Rojas,Villa Parque Cecir,,--,--,--,,,--,--,--,--,,"-34,1707175989305","-60,7438336816558"
BUENOS AIRES,,Carlos Beguerie,399,--,,--,--,--,,SI,,--,6693010,"-35,4854690457283",
CATAMARCA,,,254,--,,,--,--,--,--,--,,10063030,"-28,3178432457188","-65,7423447192215"
,Fray Mamerto Esquiú,San Antonio,,,--,--,,,--,,SI,SI,,,"-65,7062134320732"
,Arrecifes,Arrecifes,26400,,SI,SI,SI,,SI,,SI,SI,6077010,,"-60,1025564443537"
BUENOS AIRES,,,732,--,,,SI,--,,SI,,,6077020,"-34,0328240475348",
BUENOS AIRES,Arrecifes,,464,SI,SI,,--,--,--,--,,SI,6077030,"-33,9922765156087",
,Avellaneda,Area Reserva Cinturón Ecológico,,,--,--,,,--,--,SI,SI,,"-34,6750056478487","-58,3105634248142"
BUENOS AIRES,Avellaneda,Avellaneda,,SI,SI,SI,,SI,SI,,SI,SI,6035010,,"-58,3656990232718"
,Avellaneda,Crucesita,,,SI,--,,--,--,SI,,SI,6035010,"-34,66910587351",
,Avellaneda,Dock Sud,37392,,SI,--,SI,,SI,SI,,,6035010,"-34,6491266928534","-58,3411774769137"
BUENOS AIRES,Avellaneda,,32384,--,SI,,SI,--,,,SI,SI,6035010,,"-58,3726025503412"
BUENOS AIRES,,Villa Brown,7484,--,,--,SI,--,,,SI,SI,,,"-58,2898092496787"
,Florencio Varela,Villa San Luis,12693,,SI,--,--,,--,--,SI,,6274010,"-34,8627929258513","-58,2553232274346"
,Florencio Varela,Villa Santa Rosa,,,SI,SI,,,--,SI,,,6274010,"-34,8380276482598",
,Florencio Varela,Villa Vatteone,,,SI,SI,,,--,,SI,SI,6274010,,"-58,2635239901185"
BUENOS AIRES,Florentino Ameghino,Blaquier,,--,--,--,,SI,SI,,SI,SI,,,"-62,4786821321875"
BUENOS AIRES,,,7225,SI,,,SI,--,,SI,,SI,6277020,"-34,846677699169",
BUENOS AIRES,Florentino Ameghino,,156,--,--,,--,--,SI,--,,,6277030,"-34,9522292183733","-62,2174229886622"
BUENOS AIRES,General Alvarado,,1,--,--,,--,--,,--,--,--,,"-38,4348806367321","-58,216863731472"
BUENOS AIRES,,Comandante Nicanor Otamendi,6623,--,,SI,SI,SI,,,SI,SI,6280010,,"-57,8415353121543"
,General Alvarado,Mar del Sur,,,--,SI,,--,SI,SI,,,6280020,"-38,3446881533109",
,General Alvarado,Mechongué,1307,,--,--,--,,SI,SI,,SI,6280030,"-38,1486545138318",
CATAMARCA,,La Viña,129,--,,--,--,--,,,--,--,10077060,,"-65,6079383578395"
CATAMARCA,,,136,--,,,--,SI,,--,--,--,,"-27,826913357423","-65,7401079267206"
CATAMARCA,Paclín,Monte Potrero,,--,--,--,,--,--,--,,SI,10077080,"-28,19124607288",
,Lincoln,Arenaza,,,--,--,,,--,SI,SI,,6469010,"-34,9846043002155","-61,7729116988591"
BUENOS AIRES,Lincoln,,541,--,--,,--,--,SI,,--,SI,,,"-61,2895451446375"
BUENOS AIRES,,,72,--,,,--,--,,--,--,--,,"-34,6966047108596","-61,3250128810539"
BUENOS AIRES,,Carlos Salas,234,--,,--,--,--,,--,--,,6469040,"-35,3913662871435","-61,9949102331933"
BUENOS AIRES,,,1041,SI,,,--,--,--,SI,,,6469050,"-35,3321817215807",
,Lincoln,El Triunfo,1543,,--,SI,SI,,--,SI,SI,SI,,"-35,0882210775847","-61,5163333232822"
BUENOS AIRES,Lincoln,Las Toscas,,SI,--,--,,,--,,--,--,,,"-61,8061599731445"
BUENOS AIRES,,,28051,SI,,,SI,--,,SI,,SI,6469080,"-34,869042222818",
BUENOS AIRES,,Pasteur,1962,--,,--,--,SI,,SI,,,6469090,"-35,1426386337075",
BUENOS AIRES,,Roberts,2982,--,,,SI,--,,,SI,SI,,,"-61,9707859541264"
BUENOS AIRES,Lincoln,,76,--,--,,--,--,--,--,--,--,,"-34,6758379792473","-61,4657087059048"
,Lobería,Arenas Verdes,12,,--,--,--,,SI,--,,,6476010,"-38,5463782386967",
BUENOS AIRES,Lobería,Licenciado Matienzo,,--,--,--,,--,SI,--,--,,6476020,"-37,9097927118145","-58,9120965943062"
,Lobería,Lobería,,,--,SI,,,SI,SI,SI,SI,,"-38,165273387122","-58,7822303314999"
,Lobería,Pieres,36,,--,--,--,,SI,,--,SI,,,"-58,670580006548"
BUENOS AIRES,,,10358,SI,,,SI,--,,SI,SI,,6693020,"-35,4016375824204","-59,3346857845207"
BUENOS AIRES,,Arroyo Corto,514,--,,--,SI,--,,SI,,--,6700010,"-37,512917973477",
,Saavedra,Colonia San Martín,92,,--,--,--,,--,,--,--,6700020,,"-62,3326095560459"
BUENOS AIRES,Saavedra,Dufaur,,--,--,--,,--,--,,--,--,,,"-62,284864272698"
BUENOS AIRES,Saavedra,,785,--,--,,SI,--,SI,SI,,SI,6700040,"-37,3604343942367",
BUENOS AIRES,,Goyena,516,--,,--,SI,--,,--,,,6700050,"-37,7192518502325",
BUENOS AIRES,Saavedra,Las Encadenadas,,--,--,--,,--,--,,--,--,6700055,,"-62,4704140736323"
,Saavedra,Pigüé,14383,,--,--,,,--,SI,SI,SI,,"-37,6063896033626","-62,4057728759143"
,Saavedra,Saavedra,2276,,--,--,SI,,SI,SI,,,6700070,"-37,7636402199499","-62,3506328041255"
,Saladillo,Alvarez de Toledo,,,--,--,,,--,SI,,--,6707010,"-35,6391609182127",
BUENOS AIRES,,Blaquier,0,--,,--,--,--,,,--,--,,,"-59,3038642874232"
BUENOS AIRES,,,209,--,,,SI,--,,,--,--,6707030,,"-59,6645037628687"
,Saladillo,Del Carril,,--,--,--,,--,SI,SI,,SI,6707040,"-35,5127172285926",
,Saladillo,Polvaredas,392,,--,--,--,,--,--,--,,6707050,"-35,593907231155","-59,5079734849201"
,Eldorado,Puerto Mado,,,--,--,,,--,--,--,--,,,"-54,6247146607981"
,Eldorado,Puerto Pinares,2743,,--,--,--,,--,,--,SI,54042070,,"-54,6857660084129"
CABA,,,48611,SI,,,SI,SI,,SI,,,2000010,"-34,623864473461",
CATAMARCA,,Fiambalá,4693,--,,--,SI,SI,,SI,,SI,10105110,"-27,69316213413",
CATAMARCA,,La Puntilla,0,--,,--,--,--,,,--,--,10105150,,"-67,4981013989976"
CATAMARCA,Tinogasta,,0,--,--,,--,--,--,,--,--,,,"-67,6139458012753"
,Tinogasta,Los Balverdis,,,--,--,--,,--,--,,--,10105120,"-28,2769854029709",
CATAMARCA,Tinogasta,Medanitos,,--,--,--,,--,--,--,--,,10105130,"-27,5239130706008","-67,5891477326484"
CATAMARCA,Tinogasta,,992,--,--,,--,--,--,--,--,--,,"-27,3395852802531","-67,7592295432626"
CATAMARCA,,,0,--,,,--,--,,,--,--,,,"-67,6168389660358"
,Tinogasta,Punta del Agua,167,,--,--,--,,--,--,--,,10105150,"-27,2106668219369","-67,7317928557182"
,Tinogasta,Saujil,,,--,--,,,--,--,,,10105160,"-27,5632127581426",
CATAMARCA,,Tatón,301,--,,--,--,--,,--,--,SI,,"-27,3270122428844","-67,4747701838904"
CABA,,,44132,SI,,,SI,SI,,,SI,SI,2000010,,"-58,5191298958228"
CORDOBA,Punilla,,11181,SI,SI,,--,--,SI,SI,,,14091040,"-30,8563966713395",
CORDOBA,,,672,--,,,--,--,,--,--,,14091050,"-31,1697129911083","-64,4776214321437"
CORDOBA,Punilla,Charbonier,,--,--,--,,--,SI,,--,--,,,"-64,5441595530858"
,Punilla,Cosquín,19458,,SI,--,--,,SI,SI,SI,SI,,"-31,240571224569","-64,4655312574209"
CORDOBA,,,510,--,,,--,--,,--,--,,14091080,"-31,4787781890782",
CORDOBA,Punilla,,909,--,--,,--,--,SI,--,,SI,14091090,"-31,3842597063571",
CORDOBA,Punilla,,5925,--,SI,,SI,--,SI,,SI,SI,,,"-64,484304266589"
CABA,,COGHLAN,18604,SI,,SI,SI,SI,,SI,SI,SI,,"-34,5606251344745","-58,4749447458843"
CORDOBA,Santa María,Despeñaderos,,SI,--,--,,--,SI,SI,,SI,14147080,"-31,8170515932731",
,Santa María,Dique Chico,167,,--,--,,,--,--,--,,14147090,"-31,751852051978","-64,3627643049016"
,Santa María,El Potrerillo,85,,--,--,--,,--,--,SI,SI,,"-31,6456181955204","-64,481617153406"
,Santa María,Falda del Cañete,,,--,--,,,--,,SI,SI,,,"-64,4559553621678"
CORDOBA,,Falda del Carmen,170,--,,--,--,--,,SI,--,,14147110,"-31,5854632680747","-64,4548814536225"
CORDOBA,,,419,--,,,--,--,,--,,,14147115,"-31,8034930461757",
,Santa María,La Boca del Río,,--,--,--,,--,--,,--,--,14147120,,"-64,4336411746815"
,Santa María,La Carbonada,207,,--,--,--,,--,--,--,SI,,,"-64,0712556356294"
CORDOBA,,La Cumbrecita,0,--,,,--,--,,SI,,--,14147280,"-31,898333",
CORDOBA,Santa María,,0,--,--,,--,--,SI,--,--,,14147280,"-31,6430306930417",
,COMUNA 15,VILLA ORTUZAR,21736,,SI,SI,SI,,SI,,SI,SI,2000010,,"-58,4676516664339"
CATAMARCA,Ambato,Chuchucaruana,,--,--,--,,--,--,,--,--,,,"-65,8265242094263"
,Ambato,Colpes,,,--,--,,,--,--,,,10007020,"-28,056472497625",
,Ambato,El Bolsón,289,,--,--,--,,--,--,,SI,10007030,"-27,9038743420396",
CATAMARCA,,,1007,--,,,--,SI,,SI,--,SI,,"-28,2141516424861","-65,8738600634115"
CATAMARCA,,Huaycama,152,--,,--,--,--,,,--,--,10007050,,"-65,8147464336478"
,Ambato,La Puerta,706,,--,--,--,,--,SI,,,10007060,"-28,1764379052117",
CATAMARCA,Ambato,Las Chacritas,,--,--,--,,SI,--,--,--,,10007070,"-27,6464168267027","-65,9533446470458"
CATAMARCA,Ambato,Las Juntas,,--,--,--,,--,--,,--,SI,10007080,,"-65,8996513641899"
,Ambato,Los Castillos,,,--,--,,,--,--,--,--,,"-27,9582295650792","-65,820685723313"
CATAMARCA,Ambato,,170,--,--,,--,--,SI,--,,--,10007100,"-27,94999754917",
CORRIENTES,,,12864,SI,,,--,SI,,SI,,,18126010,"-28,2553374256059",
CORRIENTES,,San Lorenzo,2569,--,,--,SI,SI,,,SI,SI,,,"-58,7668321022746"
CORRIENTES,,,296,--,,,--,--,--,,--,--,18133010,,"-58,624327887603"
,San Cosme,Paso de la Patria,5598,,--,--,--,,SI,SI,SI,,18133020,"-27,3150060127599",
CORRIENTES,San Cosme,San Cosme,,SI,--,--,,,SI,SI,,SI,18133030,"-27,3711801624716",
CORRIENTES,,,1906,--,,,--,--,,,SI,SI,,,"-58,6530388459631"
CORRIENTES,,San Luis del Palmar,12287,--,,--,--,SI,,SI,SI,SI,,"-27,5081078409756","-58,5554744159758"
,San Martín,Colonia Carlos Pellegrini,,,--,--,,,--,SI,,,18147010,"-28,5373400329858",
CORRIENTES,San Martín,Guaviraví,,--,--,--,,--,--,--,--,,18147020,"-29,3669865639555","-56,8292389472207"
CORRIENTES,,,7133,SI,,,--,SI,,,SI,SI,,,"-56,6450161726372"
CORRIENTES,San Martín,,1736,--,--,,--,--,--,SI,SI,SI,,"-29,4706323042238","-56,8158358918793"
CORRIENTES,San Miguel,,1938,--,--,,--,SI,,SI,--,,18154010,"-27,7684514067067","-57,274839083927"
CORRIENTES,,San Miguel,4792,--,,--,--,SI,,SI,,SI,18154020,"-27,9947735055436",
,Santa María,Toledo,,,--,--,,--,SI,SI,SI,SI,,"-31,5560967583723","-64,0080543306962"
,Santa María,Valle Alegre,494,,--,--,--,,--,,--,--,,,"-64,4403684727464"
CORDOBA,,Valle de Anisacate,487,--,,--,--,--,,--,,--,14147300,"-31,7314776926852",
CORDOBA,,,679,--,,,--,--,,SI,SI,,14147310,"-31,7932195162073","-64,5139255175446"
CORDOBA,,,1476,--,,,--,--,,--,--,--,,"-31,6179397578028","-64,3924925248834"
CORDOBA,Santa María,,995,--,--,,--,--,SI,,SI,SI,,,"-64,4324174982752"
,Santa María,Villa Los Aromos,,,--,--,,,SI,SI,--,,14147340,"-31,7359598057037","-64,4389279396961"
CORDOBA,Santa María,Villa Parque Santa Ana,,SI,--,--,,--,--,SI,,SI,14147350,"-31,5893075812486",
,Santa María,Villa San Isidro - José de la Quintana,,,--,--,,--,SI,,--,--,,,"-64,3935275639835"
,Santa María,Villa Sierras de Oro,251,,--,--,--,,--,--,SI,SI,,"-31,4579361723038","-64,4217153267522"
CORDOBA,Santa María,,1242,--,--,,--,--,,--,,,14147380,"-31,4470577243833",
CORDOBA,,Caminiaga,282,--,,--,SI,--,,--,--,,14154010,"-30,0682250779624","-64,052875898278"
,Sobremonte,Cerro Colorado,0,,--,--,--,,--,--,--,--,,,"-63,931111"
,Sobremonte,Chuña Huasi,,,--,--,,,--,,--,--,14154030,,"-64,1299817960277"
CORDOBA,Sobremonte,,130,--,--,,--,--,--,--,--,,14154040,"-29,5775456904692",
CORDOBA,,,2256,--,,,SI,SI,,SI,,SI,14154050,"-29,7882609409722",
CORDOBA,Tercero Arriba,Almafuerte,,SI,SI,--,,--,SI,,SI,SI,,,"-64,2543871859511"
,Tercero Arriba,Colonia Almada,,,--,--,,,SI,,--,SI,14161020,,"-63,8628846933814"
,Tercero Arriba,Corralito,1727,,--,--,SI,,SI,--,,SI,14161030,"-32,0252572445237",
CORDOBA,Tercero Arriba,Dalmacio Vélez,,--,--,--,,,--,SI,,,14161040,"-32,6108732524704",
CORDOBA,,General Fotheringham,313,SI,,--,--,--,,,SI,SI,14161050,,"-63,8704257430147"
CORDOBA,,,10109,SI,,,SI,--,--,SI,SI,SI,,"-32,4276148348373","-63,7330119093142"
,Tercero Arriba,James Craik,,,SI,--,,,SI,SI,SI,,14161070,"-32,1613056379775","-63,4651919500633"
,Tercero Arriba,Las Isletillas,152,,--,--,--,,SI,SI,,,14161080,"-32,5100979867632",
,Tercero Arriba,Las Perdices,5084,,--,--,--,,SI,SI,SI,SI,,"-32,6981884459632","-63,7083103176214"
CORDOBA,Tercero Arriba,Los Zorros,,--,--,--,,--,--,,SI,SI,14161100,,"-63,2017981667251"
CORDOBA,,,7544,SI,,--,--,--,,SI,,,14091110,"-30,9792461523826",
CORDOBA,Punilla,,16335,SI,SI,,SI,--,SI,SI,,SI,14091120,"-31,0919649906581",
CORDOBA,,,103,--,,,--,--,,,--,--,14091130,,"-64,5345928843013"
CORDOBA,,Los Cocos,1242,SI,,--,--,--,,,SI,SI,,,"-64,5026123921004"
,Punilla,Mallín,,,--,--,,,--,--,,--,14091150,"-31,2976747453985",
,Punilla,Mayu Sumaj,1259,,SI,--,--,,SI,SI,--,,14091160,"-31,4668646402709",
CORDOBA,,Quebrada de Luna,126,--,,--,--,--,,--,--,--,,"-30,7949898871398","-64,5210978856737"
CORDOBA,Punilla,,3653,--,,,SI,--,SI,,SI,SI,,,"-64,5289350434399"
CORDOBA,Punilla,San Esteban,,SI,--,--,,--,SI,SI,--,,14091190,"-30,9199784063317","-64,5360036651851"
,Punilla,San Roque,,,--,--,SI,,SI,--,,,14091200,"-31,3496904364626",
CORDOBA,Punilla,,0,--,--,,--,--,--,--,--,--,,"-31,3266874438793","-64,4544689502096"
CORDOBA,,Santa María de Punilla,9526,SI,,--,SI,--,,,SI,SI,,,"-64,4653357678432"
CORDOBA,,Tala Huasi,131,--,,--,--,--,,--,,SI,14091220,"-31,472446933222",
CORDOBA,,,6554,--,,,--,--,,--,SI,,14091230,"-31,3549072437345","-64,5909558305817"
,Río Cuarto,Las Albahacas,287,,--,--,--,,--,,--,SI,,,"-64,8435915248656"
,Río Cuarto,Las Higueras,,,SI,--,,,--,SI,SI,SI,,"-33,0892422210207","-64,2868227686533"
CORDOBA,Río Cuarto,,145,SI,--,,--,--,,SI,SI,,14098180,"-32,5348511864127","-64,1052291964295"
CORDOBA,,Las Vertientes,766,SI,,--,SI,--,,SI,,SI,14098190,"-33,2839463852241",
CORDOBA,,,368,SI,,,--,--,,,--,SI,14098200,,"-64,4320008051115"
CORDOBA,,Monte de los Gauchos,675,--,,--,--,--,,SI,--,SI,,"-33,636887956776","-63,8900068799972"
,Río Cuarto,Paso del Durazno,,,--,--,,,--,--,,,14098220,"-33,170068435327",
,Río Cuarto,Río Cuarto,157010,,SI,SI,SI,,SI,SI,SI,,14098230,"-33,1242631220064","-64,3487377033754"
,Río Cuarto,Sampacho,,,--,--,,,SI,SI,SI,SI,,"-33,3845382952352","-64,7219849539761"
CORDOBA,Río Cuarto,San Basilio,,SI,--,--,,SI,--,,SI,SI,,,"-64,3151828240087"
CORDOBA,,Santa Catalina (Est. Holmberg),3860,SI,,--,--,--,,SI,SI,,14098260,"-33,2059384521037","-64,4348164483493"
CORDOBA,Tercero Arriba,,11672,SI,--,,SI,--,SI,SI,,SI,14161110,"-32,0413174021447",
CORDOBA,Tercero Arriba,Pampayasta Norte,,--,--,--,,--,SI,,--,--,14161120,,"-63,6421868735368"
,Tercero Arriba,Pampayasta Sur,,,--,--,,,--,,SI,SI,,,"-63,6510140335346"
CORDOBA,,Punta del Agua,175,--,,--,--,--,,--,,SI,14161140,"-32,5754281748334",
CORDOBA,,,46421,SI,,,SI,SI,,SI,,,14161150,"-32,173100971278",
,Tercero Arriba,Tancacha,5298,,--,--,--,,SI,,SI,SI,14161160,,"-63,9799466045503"
,Tercero Arriba,Villa Ascasubi,,,--,--,,,SI,,SI,SI,,,"-63,892558867184"
CORDOBA,Totoral,Candelaria Sur,,--,--,--,,--,--,--,--,,14168010,"-30,8392305968427","-63,8008465946487"
,Totoral,Cañada de Luque,1154,,--,--,--,,--,SI,,SI,14168020,"-30,7370875150032",
CORDOBA,Totoral,,550,--,--,,--,--,--,,--,SI,,,"-63,6517416910945"
CORDOBA,,La Pampa,874,--,,,--,--,,,--,--,14168040,,"-64,2765349210302"
,Totoral,La Paz,,,--,--,,,--,--,,--,14168030,"-30,9548424648838",
CORDOBA,Totoral,Las Peñas,,SI,--,--,,--,SI,SI,SI,,14168060,"-30,5617525961006","-64,0019842072006"
,Totoral,Los Mistoles,,,--,--,,,--,,--,--,14168070,,"-63,886727301445"
,Totoral,Santa Catalina,74,,--,--,--,,--,,--,--,,,"-64,2320175170898"
CORDOBA,,,60,SI,,,--,--,,SI,,SI,14147150,"-31,7194206060414",
CORDOBA,,La Perla,895,--,,--,--,--,,--,,,14147160,"-31,4425579240341",
CORDOBA,,La Rancherita,129,--,,,--,--,,,--,--,,,"-64,448690277725"
CORDOBA,Santa María,,430,--,--,,--,--,SI,,SI,SI,14147180,,"-64,4564154524522"
,Santa María,Los Cedros - Las Quintas,1069,,--,--,--,,--,SI,SI,,14147190,"-31,5262509877113","-64,2847584167114"
CORDOBA,Santa María,Lozada,,--,--,--,,--,SI,SI,,SI,14147200,"-31,6484545317081",
CORDOBA,Santa María,,7136,SI,--,,SI,--,SI,,SI,SI,,,"-64,3584261973277"
CORDOBA,,,0,--,,,--,--,,--,--,--,,"-31,5725913753684","-64,3341910295503"
,Santa María,Milenica,0,,--,--,--,,--,--,,,14147217,"-31,4572735024583",
,Santa María,Monte Ralo,,,--,--,,,SI,--,SI,,14147220,"-31,9115749813288","-64,2399918461068"
CORDOBA,,Potrero de Garay,1017,--,,--,SI,--,,,SI,SI,14147230,,"-64,5424068778316"
CORDOBA,,,555,--,,,--,--,,SI,--,SI,,"-31,6465373949134","-64,2584787728338"
CORDOBA,Santa María,,134,--,--,,--,--,--,SI,SI,,14147250,"-31,7166546515515","-64,6265869046185"
CORDOBA,,San Nicolás,1171,SI,,--,--,--,,SI,,,14147260,"-31,435151387072",
CORDOBA,Santa María,Socavones,,--,--,--,,--,--,--,--,--,,"-31,5493965148926","-64,1430740356445"
,Santa María,Tejas Tres,0,,--,--,,,--,,--,--,,,"-64,3670949660514"
CORDOBA,,,0,--,,,--,--,,--,,--,14147220,"-31,4723029527477",
ENTRE RIOS,Colón,,436,--,--,,--,--,SI,SI,--,,30008060,"-31,9771375050248",
ENTRE RIOS,Colón,,205,--,--,,--,--,,,--,--,,,"-58,4934832589352"
ENTRE RIOS,,Pueblo Liebig's,670,--,,--,--,--,,SI,SI,SI,,"-32,1570049045312","-58,1976616890773"
ENTRE RIOS,Colón,San José,,,--,--,,--,SI,SI,,,30008090,"-32,2021613289668",
,Colón,Ubajay,3234,,--,--,SI,,SI,SI,SI,,30008100,"-31,7925728023428","-58,3158517356"
,Colón,Villa Elisa,,,SI,--,,,SI,SI,SI,SI,,"-32,1606202225925","-58,4037483450693"
ENTRE RIOS,Concordia,Benito Legeren,,--,--,--,,--,--,,SI,SI,30015130,,"-58,0768061386463"
ENTRE RIOS,,,879,--,,,--,--,,--,SI,,30015010,"-31,507626297952","-58,1334346597166"
ENTRE RIOS,Concordia,,124,--,--,,--,--,SI,--,,,30015020,"-31,5794028169306",
ENTRE RIOS,Concordia,Colonia Ayuí,,--,--,--,,--,SI,,SI,SI,30015030,,"-58,0338899223591"
,Concordia,Colonia General Roca,,,--,--,--,,--,--,--,--,,"-31,3244065210985","-58,1214096714805"
ENTRE RIOS,,Colonia Yeruá,0,--,,--,--,--,,--,,--,30015087,"-31,4408896802806",
ENTRE RIOS,,,149450,SI,,,SI,SI,SI,SI,SI,,30015060,"-31,3687044068789","-58,0450288431718"
,Concordia,El Redomón,0,,--,--,--,,--,,--,--,30015110,,"-58,290063733468"
ENTRE RIOS,Concordia,Estación Yeruá,,--,--,--,,,SI,,--,SI,,,"-58,2636681024626"
ENTRE RIOS,Concordia,Estación Yuquerí,,--,--,--,,--,SI,--,,,30015083,"-31,3963812386954",
,Concordia,Estancia Grande,,,--,--,,,SI,--,,SI,30015087,"-31,4400282680775",
ENTRE RIOS,Concordia,,1543,--,--,,--,SI,SI,,SI,SI,,,"-58,1060425422369"
ENTRE RIOS,,,0,--,,,--,--,,,SI,SI,30015130,,"-58,0740082494429"
,Concordia,Los Charrúas,3306,,--,--,--,,SI,SI,,,30015100,"-31,1707840748941",
ENTRE RIOS,Concordia,Nueva Escocia,,--,--,--,,--,SI,--,--,,30015110,"-31,6473163855612","-58,0158126069679"
,Concordia,Osvaldo Magnasco,1241,,--,--,--,,SI,SI,--,SI,,,"-58,.06"
ENTRE RIOS,Concordia,Pedernal,,--,--,--,,,SI,,--,SI,30015130,,"-58,2307912741944"
ENTRE RIOS,,Puerto Yeruá,1274,--,,--,--,--,,SI,,,30015140,"-31,530833509471",
ENTRE RIOS,,,0,--,--,,--,--,--,--,,SI,30015130,"-31,4037426459166",
ENTRE RIOS,Concordia,,0,--,--,,--,--,--,,SI,SI,30015130,,"-58,0174848453444"
ENTRE RIOS,,,895,--,,,--,--,,,SI,SI,,,"-60,591797746941"
ENTRE RIOS,Diamante,Aldea Grapschental,,--,--,--,,--,--,--,,--,30021015,"-31,9563723140333",
,Diamante,Aldea Protestante,,,--,--,,,SI,SI,--,,30021020,"-32,0308328904873","-60,5643359117847"
ENTRE RIOS,,,102,--,,,--,--,,SI,--,--,,"-31,9260358583332","-60,5483852721123"
ENTRE RIOS,Diamante,,42,--,--,,--,--,--,,--,--,,,"-60,635713481626"
,Diamante,Aldea Spatzenkutter,,,--,--,,--,SI,SI,--,,30021050,"-31,9485292712546","-60,5803966416062"
,San Roque,9 de Julio (Est. Pueblo 9 de Julio),2209,,--,--,--,,--,SI,,,18161030,"-28,8418348631681",
CORRIENTES,San Roque,,2506,--,--,,--,SI,--,SI,--,--,,"-28,9549218176889","-58,5716489831846"
CORRIENTES,,Colonia Pando,440,--,,--,--,--,,,--,SI,18161020,,"-58,4869345494056"
CORRIENTES,,,1585,--,,,--,SI,,SI,,,18161040,"-28,7505433489253",
CORRIENTES,San Roque,,7323,--,--,,--,SI,--,SI,SI,,18161050,"-28,5732308799035","-58,7100567505645"
,Santo Tomé,Garruchos,,,--,--,,,--,,--,SI,,,"-55,6513324031087"
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,,SI,--,--,,SI,--,SI,SI,SI,,"-28,0455566790186","-56,0190197167242"
CORRIENTES,Santo Tomé,,861,--,--,,--,--,SI,--,,,18168010,"-28,2260143622167",
CORRIENTES,,Santo Tomé,23299,SI,,--,--,SI,,SI,,SI,18168040,"-28,5511588178368",
CORRIENTES,,Sauce,7014,--,,--,--,SI,,SI,SI,SI,,"-30,0867528651818","-58,7879617250662"
ENTRE RIOS,,,489,--,,,SI,--,,,--,SI,,,"-58,445702857466"
,Colón,Colón,23150,,SI,--,SI,,SI,SI,SI,,30008020,"-32,2232180852093","-58,1419674849484"
,Colón,Colonia Hugues,,,--,--,,,SI,--,,,30008030,"-32,2963657704418",
ENTRE RIOS,Colón,El Brillante,,--,--,--,,--,SI,,--,--,30008100,,"-58,2122328834059"
,Paraná,San Benito,,,SI,--,--,,SI,SI,SI,SI,,"-31,7815218098022","-60,4419739913356"
ENTRE RIOS,Paraná,,746,--,--,,--,--,SI,--,,,30084210,"-31,7463194997657",
ENTRE RIOS,,Sauce Pinto,107,--,,--,--,--,,SI,--,,30084220,"-31,8442990730164","-60,3747483050584"
,Paraná,Seguí,,,SI,--,,,SI,SI,SI,SI,,"-31,9588750821276","-60,1269829104478"
ENTRE RIOS,Paraná,Sosa,,--,--,--,,--,--,,--,--,30084240,,"-59,9115081436489"
ENTRE RIOS,,,1322,--,,,SI,--,,SI,SI,,30084250,"-31,8047077554997","-59,9379151601641"
ENTRE RIOS,,Tezanos Pintos,189,--,,--,--,--,,SI,,--,30084260,"-31,8735456198918",
,Paraná,Viale,,,SI,--,,,SI,,SI,SI,,,"-60,0099225269048"
,Paraná,Villa Fontana,160,,--,--,--,,--,,--,SI,30084280,,"-60,468352081106"
,Paraná,Villa Gobernador Luis F. Etchevehere,215,,--,--,--,,--,SI,,--,30084290,"-31,93428563973",
ENTRE RIOS,Paraná,Villa Urquiza,,SI,--,--,,--,--,SI,,,30084300,"-31,6507506100701",
ENTRE RIOS,,,2994,SI,,--,--,SI,,,--,SI,30088010,,"-58,4047735134447"
ENTRE RIOS,San Salvador,,12733,SI,--,,SI,--,SI,SI,SI,SI,,,"-58,5040738167896"
ENTRE RIOS,Tala,Altamirano Sur,,--,--,--,,--,--,SI,--,,30091010,"-32,0888342815838","-59,1740705545307"
,Tala,Durazno,,,--,--,,,SI,SI,,,30091020,"-31,9865854200416",
CHUBUT,Rawson,Playa Unión,,SI,SI,SI,,--,SI,,SI,SI,26077020,,"-65,0475987350977"
,Rawson,Rawson,24616,,SI,SI,SI,,SI,,SI,SI,,,"-65,0955202340428"
CHUBUT,Rawson,,97915,SI,SI,,SI,SI,SI,SI,,SI,26077040,"-43,2483538570309",
CHUBUT,,,126,--,,,--,SI,,SI,,,26084010,"-44,7052521139583",
CHUBUT,,Aldea Beleiro,176,--,,--,--,SI,,SI,--,--,,"-45,5614644681207","-71,5181726162484"
CHUBUT,,,1570,--,,,--,SI,,,--,SI,26084030,,"-70,8227552077123"
,Río Senguer,Doctor Ricardo Rojas,219,,--,--,--,,--,SI,,,26084040,"-45,5870084306305",
,Río Senguer,Facundo,,,--,--,,,SI,SI,,--,26084050,"-45,3192710383686",
CHUBUT,,,194,--,,,--,SI,--,,--,--,26084060,,"-71,2641106643113"
CHUBUT,,Río Mayo,2791,--,,--,SI,SI,,SI,--,SI,,"-45,6964538171738","-70,2559804482547"
,Sarmiento,Buen Pasto,,,--,--,,,--,SI,,--,26091010,"-45,0804225633305",
ENTRE RIOS,Tala,Estación Arroyo Clé,,--,--,--,,--,--,--,--,,30091030,"-32,6338905298532","-59,4016108911944"
